Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-07-02,0,0.079,0.0,0.511,0.41,1.0,0.0,2.0,1.0,-0.23717349643397573,-0.5401701257794721
2024-07-02,1,0.0,0.0,0.426,0.574,0.0,0.0,1.0,1.0,-0.2968430869423575,-0.4773620326567989
2024-07-02,2,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.2817027168595377,-0.601716645334869
2024-07-02,3,0.0,0.0,0.934,0.066,0.0,0.0,1.0,1.0,-0.1747588329412072,-0.4773620326567989
2024-07-02,4,0.043,0.0,0.748,0.21,1.0,0.0,2.0,2.0,-0.19849856611800726,-0.8931775457582009
2024-07-02,5,0.233,0.0,0.59,0.177,2.0,0.0,2.0,1.0,-0.14169068099996193,-0.4786236062240752
2024-07-02,6,0.0,0.0,0.784,0.216,0.0,0.0,1.0,1.0,-0.21080733313839722,-0.4773620326567989
2024-07-02,7,0.839,0.079,0.082,0.0,1.0,1.0,1.0,0.0,0.11247625713374798,0.8425684571125408
2024-07-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-02,9,0.167,0.0,0.511,0.321,1.0,0.0,1.0,1.0,-0.19306154875114367,-0.41581551310140197
2024-07-02,10,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.24781712667417904,-0.8303694526355275
2024-07-02,11,0.708,0.0,0.118,0.174,1.0,0.0,1.0,1.0,-0.019173917041495424,-0.41581551310140197
2024-07-02,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-02,13,0.141,0.039,0.466,0.354,2.0,1.0,3.0,1.0,-0.1800518495648557,0.3023983313330686
2024-07-02,14,0.118,0.0,0.597,0.285,1.0,0.0,2.0,1.0,-0.1971330038888232,-0.5401701257794721
2024-07-02,15,0.144,0.118,0.708,0.03,1.0,1.0,1.0,1.0,-0.04517393651069361,0.489561037133812
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-02,17,0.98,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.10662542707333997,0.9669230697906109
2024-07-02,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5530508113839687,0.905376550235214
2024-07-02,19,0.0,0.554,0.446,0.0,0.0,1.0,1.0,0.0,0.23552186769363692,0.7810219375571439
2024-07-02,20,0.0,0.0,0.292,0.708,0.0,0.0,2.0,1.0,-0.3290464137851806,-0.601716645334869
2024-07-02,21,0.0,0.0,0.915,0.085,0.0,0.0,1.0,1.0,-0.17932497629951794,-0.4773620326567989
2024-07-02,22,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.24781712667417904,-0.8303694526355275
2024-07-02,23,0.0,0.0,0.472,0.528,0.0,0.0,1.0,1.0,-0.28578821354855255,-0.4773620326567989
2024-07-03,0,0.489,0.0,0.157,0.354,1.0,0.0,1.0,1.0,-0.11858638859610346,-0.41581551310140197
2024-07-03,1,0.22,0.0,0.23,0.551,1.0,0.0,2.0,1.0,-0.2350638642225306,-0.5401701257794721
2024-07-03,2,0.0,0.0,0.793,0.207,0.0,0.0,1.0,1.0,-0.20864442312656584,-0.4773620326567989
2024-07-03,3,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.2574300600600964,-0.8303694526355275
2024-07-03,4,0.118,0.0,0.357,0.525,1.0,0.0,2.0,1.0,-0.25481060420432733,-0.5401701257794721
2024-07-03,5,0.118,0.0,0.666,0.216,1.0,0.0,2.0,2.0,-0.1805506937981158,-0.8931775457582009
2024-07-03,6,0.0,0.0,0.666,0.334,0.0,0.0,1.0,1.0,-0.23916548662685344,-0.4773620326567989
2024-07-03,7,0.249,0.079,0.672,0.0,1.0,1.0,1.0,0.0,-0.03880693956765918,0.8425684571125408
2024-07-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-03,9,0.252,0.0,0.393,0.354,2.0,0.0,2.0,1.0,-0.1791971819816109,-0.4786236062240752
2024-07-03,10,0.544,0.0,0.315,0.141,1.0,0.0,1.0,1.0,-0.053294847437148817,-0.41581551310140197
2024-07-03,11,0.669,0.0,0.0,0.331,1.0,0.0,0.0,1.0,-0.06690475629538185,-0.2914609004233318
2024-07-03,12,0.472,0.0,0.354,0.174,1.0,0.0,1.0,1.0,-0.07968719572205829,-0.41581551310140197
2024-07-03,13,0.0,0.0,0.859,0.141,0.0,0.0,1.0,1.0,-0.1927830830398022,-0.4773620326567989
2024-07-03,14,0.393,0.0,0.528,0.079,1.0,0.0,3.0,1.0,-0.07711304255662521,-0.6645247384575423
2024-07-03,15,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0,-0.26295749675699887,-0.601716645334869
2024-07-03,16,0.59,0.357,0.052,0.0,1.0,2.0,1.0,0.0,0.24671014595293123,1.7479450073477547
2024-07-03,17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5530508113839687,0.905376550235214
2024-07-03,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5530508113839687,0.905376550235214
2024-07-03,19,0.0,0.436,0.354,0.21,0.0,3.0,3.0,1.0,0.1010440675174381,1.9900583926927027
2024-07-03,20,0.384,0.0,0.236,0.38,1.0,0.0,1.0,1.0,-0.1517580760658442,-0.41581551310140197
2024-07-03,21,0.6,0.0,0.275,0.125,1.0,0.0,1.0,1.0,-0.03509059100603816,-0.41581551310140197
2024-07-03,22,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2668026701113658,-0.8303694526355275
2024-07-03,23,0.472,0.0,0.236,0.292,1.0,0.0,1.0,2.0,-0.10804534921051448,-0.7688229330801306
2024-07-04,0,0.236,0.0,0.197,0.567,1.0,0.0,1.0,1.0,-0.2346475449192591,-0.41581551310140197
2024-07-04,1,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.2574300600600964,-0.8303694526355275
2024-07-04,2,0.0,0.0,0.482,0.518,0.0,0.0,1.0,1.0,-0.28338498020207326,-0.4773620326567989
2024-07-04,3,0.0,0.0,0.423,0.577,0.0,0.0,1.0,1.0,-0.2975640569463013,-0.4773620326567989
2024-07-04,4,0.0,0.0,0.948,0.052,0.0,0.0,1.0,1.0,-0.17139430625613608,-0.4773620326567989
2024-07-04,5,0.197,0.0,0.803,0.0,1.0,0.0,2.0,0.0,-0.1083842898880415,-0.18716270580074343
2024-07-04,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.15889749285444354,-0.12435461267807017
2024-07-04,7,0.564,0.157,0.279,0.0,1.0,1.0,1.0,0.0,0.09749487046962046,0.8425684571125408
2024-07-04,8,0.852,0.079,0.069,0.0,1.0,1.0,1.0,0.0,0.11580961570513493,0.8425684571125408
2024-07-04,9,0.0,0.393,0.521,0.085,0.0,1.0,2.0,1.0,0.10062960475903256,0.3036599049003449
2024-07-04,10,0.613,0.0,0.0,0.387,1.0,0.0,0.0,1.0,-0.09472194611240986,-0.2914609004233318
2024-07-04,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-04,12,0.354,0.646,0.0,0.0,1.0,1.0,0.0,0.0,0.3917910297044151,0.9669230697906109
2024-07-04,13,0.0,0.692,0.308,0.0,0.0,2.0,2.0,0.0,0.3337707336785377,1.5620438751142878
2024-07-04,14,0.157,0.039,0.4,0.403,1.0,1.0,2.0,1.0,-0.1875662003049661,0.3652064244557418
2024-07-04,15,0.066,0.079,0.472,0.384,1.0,1.0,1.0,2.0,-0.1781734297625363,0.13655361715508335
2024-07-04,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-04,17,0.292,0.039,0.472,0.197,3.0,1.0,1.0,1.0,-0.10360284415748183,0.6126540762446059
2024-07-04,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-04,19,0.003,0.0,0.315,0.682,1.0,0.0,1.0,1.0,-0.3220287704909374,-0.41581551310140197
2024-07-04,20,0.0,0.0,0.748,0.252,0.0,0.0,1.0,2.0,-0.21945897318572286,-0.8303694526355275
2024-07-04,21,0.0,0.0,0.675,0.325,0.0,0.0,2.0,2.0,-0.23700257661502205,-0.9547240653135978
2024-07-04,22,0.0,0.0,0.387,0.613,0.0,0.0,1.0,1.0,-0.30621569699362694,-0.4773620326567989
2024-07-04,23,0.079,0.0,0.59,0.331,2.0,0.0,1.0,2.0,-0.218187952996789,-0.7072764135247337
2024-07-05,0,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.2817027168595377,-0.601716645334869
2024-07-05,1,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.2817027168595377,-0.601716645334869
2024-07-05,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.15889749285444354,-0.12435461267807017
2024-07-05,3,0.0,0.0,0.725,0.275,0.0,0.0,2.0,1.0,-0.22498640988262536,-0.601716645334869
2024-07-05,4,0.0,0.0,0.879,0.121,0.0,0.0,1.0,1.0,-0.18797661634684354,-0.4773620326567989
2024-07-05,5,0.118,0.0,0.807,0.075,1.0,0.0,3.0,2.0,-0.14666510361275714,-1.0175321584362709
2024-07-05,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.15889749285444354,-0.12435461267807017
2024-07-05,7,0.682,0.079,0.239,0.0,1.0,1.0,1.0,0.0,0.07221954207930575,0.8425684571125408
2024-07-05,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09751470494455164,0.06154651955539692
2024-07-05,9,0.089,0.0,0.675,0.236,1.0,0.0,2.0,1.0,-0.19279311422724532,-0.5401701257794721
2024-07-05,10,0.456,0.0,0.544,0.0,1.0,0.0,1.0,0.0,-0.04197353065810174,-0.06280809312267326
2024-07-05,11,0.528,0.039,0.433,0.0,4.0,1.0,4.0,0.0,0.004254131448723997,0.6541441777445209
2024-07-05,12,0.393,0.449,0.157,0.0,3.0,4.0,3.0,0.0,0.26169618697646313,3.4330819215728363
2024-07-05,13,0.551,0.298,0.151,0.0,3.0,2.0,2.0,0.0,0.19454622279584965,1.7466834337804784
2024-07-05,14,0.118,0.0,0.489,0.393,2.0,0.0,3.0,2.0,-0.22308792403080008,-0.9559856388808741
2024-07-05,15,0.118,0.0,0.777,0.105,2.0,0.0,3.0,2.0,-0.15387480365219516,-0.9559856388808741
2024-07-05,16,0.826,0.161,0.0,0.013,1.0,1.0,0.0,1.0,0.16439845615948773,0.6139156498118822
