Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-07-02,0,0.275,0.0,0.59,0.134,4.0,0.0,5.0,2.0,-0.03522565701220144,-0.5981692858592345
2024-07-02,1,0.826,0.0,0.033,0.141,1.0,0.0,1.0,1.0,0.16860251863476802,-0.1946376774830986
2024-07-02,2,0.207,0.236,0.085,0.472,3.0,2.0,2.0,3.0,0.00012451792467784578,1.9232035769487852
2024-07-02,3,0.03,0.0,0.262,0.708,1.0,0.0,1.0,1.0,-0.27770200597017447,-0.1946376774830986
2024-07-02,4,0.0,0.0,0.367,0.633,0.0,0.0,4.0,4.0,-0.2691914442141999,-1.8863423019348153
2024-07-02,5,0.039,0.0,0.0,0.961,1.0,0.0,0.0,2.0,-0.34084305922524083,-0.15769676837063723
2024-07-02,6,0.233,0.0,0.157,0.61,2.0,0.0,1.0,3.0,-0.17613194441060714,-0.35233444585373586
2024-07-02,7,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.28081799296792914,1.6803224795512097
2024-07-02,8,0.459,0.0,0.069,0.472,1.0,0.0,2.0,1.0,-0.05545836590513929,-0.4489009197811812
2024-07-02,9,0.0,0.0,0.679,0.321,0.0,0.0,1.0,1.0,-0.18718094514599395,-0.47158557548370383
2024-07-02,10,0.062,0.0,0.708,0.23,1.0,0.0,1.0,2.0,-0.14010731517635866,-0.41196001066871984
2024-07-02,11,0.567,0.0,0.0,0.433,1.0,0.0,0.0,1.0,-0.004874451649482525,0.05962556481498402
2024-07-02,12,0.0,0.0,0.016,0.984,0.0,0.0,1.0,1.0,-0.3614532556659315,-0.47158557548370383
2024-07-02,13,0.426,0.118,0.416,0.039,4.0,2.0,3.0,1.0,0.1209825852539905,2.3805328990225503
2024-07-02,14,0.636,0.039,0.167,0.157,4.0,1.0,3.0,1.0,0.11828143839502307,1.254106215472551
2024-07-02,15,0.223,0.079,0.462,0.236,1.0,1.0,1.0,1.0,-0.03145012818261268,0.9317890060669006
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-02,17,0.98,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.2758620455186231,1.4033745815506045
2024-07-02,18,0.941,0.059,0.0,0.0,1.0,1.0,0.0,0.0,0.28603477975667235,1.4033745815506045
2024-07-02,19,0.593,0.0,0.118,0.289,2.0,0.0,2.0,1.0,0.04268624837115689,-0.17195302178057595
2024-07-02,20,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0,-0.26235723595851607,-0.688907908669325
2024-07-02,21,0.203,0.0,0.275,0.521,1.0,0.0,1.0,1.0,-0.1638386196045058,-0.1946376774830986
2024-07-02,22,0.938,0.039,0.0,0.023,2.0,1.0,0.0,1.0,0.2661829968045912,1.4630001463655886
2024-07-02,23,0.275,0.0,0.039,0.685,1.0,0.0,1.0,2.0,-0.18005830119996255,-0.41196001066871984
2024-07-03,0,0.315,0.039,0.039,0.607,5.0,1.0,1.0,5.0,-0.11998319558403728,1.1702912653268367
2024-07-03,1,0.275,0.079,0.079,0.567,3.0,1.0,1.0,5.0,-0.09903545545934497,0.6163954693256262
2024-07-03,2,0.039,0.0,0.315,0.646,1.0,0.0,1.0,2.0,-0.2580439976659945,-0.41196001066871984
2024-07-03,3,0.0,0.0,0.184,0.816,0.0,0.0,1.0,1.0,-0.3172937561676668,-0.47158557548370383
2024-07-03,4,0.0,0.0,0.331,0.669,0.0,0.0,3.0,2.0,-0.2786541941066852,-1.1974343932654903
2024-07-03,5,0.0,0.0,0.115,0.885,0.0,0.0,1.0,1.0,-0.335430693461597,-0.47158557548370383
2024-07-03,6,0.118,0.0,0.59,0.292,1.0,0.0,1.0,2.0,-0.13549107235379318,-0.41196001066871984
2024-07-03,7,0.367,0.079,0.315,0.239,2.0,1.0,2.0,2.0,0.021538111822521584,0.7371513285838021
2024-07-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-03,9,0.41,0.0,0.197,0.393,2.0,0.0,2.0,1.0,-0.05299193782380046,-0.17195302178057595
2024-07-03,10,0.489,0.0,0.197,0.315,2.0,0.0,1.0,1.0,-0.003089566445924452,0.08231022051750667
2024-07-03,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-03,12,0.551,0.0,0.0,0.449,1.0,0.0,0.0,1.0,-0.015055318545717594,0.05962556481498402
2024-07-03,13,0.033,0.0,0.59,0.377,1.0,0.0,1.0,2.0,-0.18957692774004214,-0.41196001066871984
2024-07-03,14,0.597,0.0,0.118,0.285,2.0,0.0,2.0,4.0,0.04523146509521565,-0.8239200213374397
2024-07-03,15,0.0,0.026,0.393,0.58,0.0,1.0,1.0,2.0,-0.238665845504483,0.43751877488067414
2024-07-03,16,0.869,0.131,0.0,0.0,1.0,1.0,0.0,0.0,0.3048152121961479,1.4033745815506045
2024-07-03,17,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0,0.25608070805383254,0.2996325537031279
2024-07-03,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-03,19,0.397,0.0,0.446,0.157,2.0,0.0,2.0,1.0,0.004186794579365188,-0.17195302178057595
2024-07-03,20,0.0,0.0,0.646,0.354,0.0,0.0,2.0,1.0,-0.1958551325474388,-0.7258488177817864
2024-07-03,21,0.0,0.0,0.325,0.675,0.0,0.0,1.0,1.0,-0.2802313190887661,-0.47158557548370383
2024-07-03,22,0.338,0.0,0.275,0.387,2.0,0.0,2.0,1.0,-0.07830321408980691,-0.17195302178057595
2024-07-03,23,0.803,0.079,0.118,0.0,2.0,1.0,1.0,1.0,0.24718446449993906,1.2087369040675058
2024-07-04,0,0.63,0.056,0.079,0.236,2.0,1.0,1.0,2.0,0.10585256890819386,0.9914145708818847
2024-07-04,1,0.387,0.062,0.197,0.354,5.0,2.0,3.0,1.0,-0.012004035719123438,2.6574807970231555
2024-07-04,2,0.085,0.0,0.079,0.836,1.0,0.0,1.0,1.0,-0.2908075879678333,-0.1946376774830986
2024-07-04,3,0.197,0.0,0.393,0.41,2.0,0.0,2.0,2.0,-0.13700531229862134,-0.3892753549661972
2024-07-04,4,0.079,0.0,0.315,0.607,1.0,0.0,2.0,2.0,-0.23295748934769153,-0.6662232529668024
2024-07-04,5,0.275,0.275,0.0,0.449,2.0,1.0,0.0,2.0,0.05640485454077167,1.2456778131799673
2024-07-04,6,0.079,0.0,0.469,0.452,1.0,0.0,3.0,2.0,-0.19211228921866408,-0.920486495264885
2024-07-04,7,0.603,0.157,0.043,0.197,1.0,1.0,1.0,1.0,0.1701867606162339,0.9317890060669006
2024-07-04,8,0.695,0.0,0.197,0.108,1.0,0.0,1.0,1.0,0.12835475376538724,-0.1946376774830986
2024-07-04,9,0.433,0.0,0.125,0.443,2.0,0.0,3.0,1.0,-0.05764810036771789,-0.42621626407865854
2024-07-04,10,0.0,0.0,0.213,0.787,0.0,0.0,2.0,1.0,-0.30967098542094257,-0.7258488177817864
2024-07-04,11,0.039,0.0,0.331,0.63,1.0,0.0,1.0,1.0,-0.2538383310471121,-0.1946376774830986
2024-07-04,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-04,13,0.456,0.315,0.0,0.23,2.0,1.0,0.0,2.0,0.20673033427793575,1.2456778131799673
2024-07-04,14,0.118,0.0,0.118,0.764,2.0,0.0,1.0,4.0,-0.2595582376108227,-0.5696567790393571
2024-07-04,15,0.184,0.039,0.315,0.462,2.0,1.0,1.0,2.0,-0.13079129412124157,0.9914145708818847
2024-07-04,16,0.761,0.0,0.118,0.121,1.0,0.0,1.0,1.0,0.14958535078162544,-0.1946376774830986
2024-07-04,17,0.492,0.0,0.0,0.508,1.0,0.0,0.0,1.0,-0.05259726522558458,0.05962556481498402
2024-07-04,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-04,19,0.436,0.0,0.0,0.564,1.0,0.0,0.0,1.0,-0.0882302993624074,0.05962556481498402
2024-07-04,20,0.0,0.0,0.354,0.646,0.0,0.0,1.0,2.0,-0.2726085483420418,-0.688907908669325
2024-07-04,21,0.0,0.0,0.557,0.443,0.0,0.0,1.0,1.0,-0.2192491531149719,-0.47158557548370383
2024-07-04,22,0.141,0.0,0.269,0.59,1.0,0.0,1.0,1.0,-0.20523226273178247,-0.1946376774830986
2024-07-04,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2706452587298799,0.05962556481498402
2024-07-05,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3656589222848139,-0.21732233318562125
2024-07-05,1,0.118,0.0,0.354,0.528,1.0,0.0,2.0,2.0,-0.19752465498230792,-0.6662232529668024
2024-07-05,2,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2208262780970528,-0.688907908669325
2024-07-05,3,0.0,0.0,0.577,0.423,0.0,0.0,1.0,1.0,-0.21399206984136893,-0.47158557548370383
2024-07-05,4,0.157,0.0,0.528,0.315,2.0,0.0,5.0,2.0,-0.12697216744238926,-1.152065081860445
2024-07-05,5,0.275,0.079,0.272,0.374,3.0,2.0,1.0,2.0,-0.04830460186907657,2.394789152432489
2024-07-05,6,0.0,0.0,0.39,0.61,0.0,0.0,1.0,1.0,-0.2631457984495565,-0.47158557548370383
2024-07-05,7,0.643,0.157,0.082,0.118,1.0,1.0,1.0,1.0,0.2058902402403474,0.9317890060669006
2024-07-05,8,0.882,0.118,0.0,0.0,2.0,1.0,0.0,0.0,0.3014243007834648,1.6803224795512097
2024-07-05,9,0.403,0.0,0.118,0.479,1.0,0.0,1.0,1.0,-0.07821154602163491,-0.1946376774830986
2024-07-05,10,0.416,0.0,0.433,0.151,1.0,0.0,1.0,1.0,0.012859469890802458,-0.1946376774830986
2024-07-05,11,0.449,0.0,0.0,0.551,1.0,0.0,0.0,1.0,-0.07995834500921639,0.05962556481498402
2024-07-05,12,0.37,0.0,0.079,0.551,1.0,0.0,1.0,2.0,-0.10946089637864558,-0.41196001066871984
2024-07-05,13,0.81,0.0,0.0,0.19,2.0,0.0,0.0,2.0,0.14974746433708808,0.11925112962996803
2024-07-05,14,0.079,0.0,0.511,0.41,1.0,0.0,4.0,5.0,-0.18107241434409785,-1.8267167371198314
2024-07-05,15,0.039,0.0,0.197,0.764,1.0,0.0,2.0,3.0,-0.28906078898025184,-0.8835455861524237
2024-07-05,16,0.908,0.079,0.0,0.013,1.0,1.0,0.0,1.0,0.28297961219222456,1.1860522483649834
2024-07-05,17,0.784,0.0,0.177,0.039,3.0,0.0,3.0,1.0,0.1797287426020921,-0.1492683660780533
2024-07-05,18,0.705,0.0,0.216,0.079,3.0,0.0,2.0,1.0,0.139712024685457,0.10499487622002932
2024-07-05,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-05,20,0.607,0.0,0.039,0.354,3.0,0.0,1.0,1.0,0.030829027974630968,0.35925811851811196
2024-07-05,21,0.089,0.0,0.669,0.243,2.0,0.0,2.0,1.0,-0.1335440735947725,-0.17195302178057595
2024-07-05,22,0.0,0.0,0.511,0.489,0.0,0.0,1.0,2.0,-0.23134044464425868,-0.688907908669325
2024-07-05,23,0.157,0.0,0.0,0.843,1.0,0.0,0.0,2.0,-0.26575916586550696,-0.15769676837063723
2024-07-07,0,0.826,0.0,0.174,0.0,1.0,0.0,1.0,0.0,0.20566495571366877,0.02268465570252265
2024-07-07,1,0.0,0.0,0.456,0.544,0.0,0.0,2.0,2.0,-0.2457974236466668,-0.9431711509674077
2024-07-07,2,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2208262780970528,-0.688907908669325
2024-07-07,3,0.0,0.0,0.734,0.266,0.0,0.0,1.0,1.0,-0.17272396614358587,-0.47158557548370383
2024-07-07,4,0.0,0.0,0.646,0.354,0.0,0.0,3.0,2.0,-0.1958551325474388,-1.1974343932654903
2024-07-07,5,0.118,0.0,0.548,0.334,1.0,0.0,2.0,2.0,-0.14653094722835938,-0.6662232529668024
2024-07-07,6,0.039,0.0,0.472,0.489,1.0,0.0,3.0,5.0,-0.21677589396821134,-1.5724534948217488
2024-07-07,7,0.485,0.039,0.039,0.436,1.0,1.0,1.0,2.0,-0.011445825889254552,0.7144666728812794
2024-07-07,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-07,9,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2706452587298799,0.5538957960012105
2024-07-07,10,0.151,0.0,0.377,0.472,1.0,0.0,3.0,2.0,-0.17048097124417966,-0.920486495264885
2024-07-07,11,0.079,0.0,0.567,0.354,1.0,0.0,2.0,1.0,-0.1663525811780096,-0.4489009197811812
2024-07-07,12,0.984,0.0,0.0,0.016,1.0,0.0,0.0,1.0,0.2604643918336448,0.05962556481498402
2024-07-07,13,0.269,0.0,0.157,0.574,1.0,0.0,1.0,1.0,-0.15322499389407815,-0.1946376774830986
2024-07-07,14,0.164,0.0,0.157,0.679,2.0,0.0,1.0,2.0,-0.220036932900621,-0.13501211266811458
2024-07-07,15,0.538,0.0,0.236,0.226,1.0,0.0,1.0,1.0,0.038706309729606106,-0.1946376774830986
2024-07-07,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-07,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-07,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-07,19,0.436,0.0,0.131,0.433,1.0,0.0,2.0,1.0,-0.053796403920308114,-0.4489009197811812
2024-07-07,20,0.0,0.0,0.341,0.659,0.0,0.0,1.0,1.0,-0.27602565246988375,-0.47158557548370383
2024-07-07,21,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0,-0.2415917570277844,-0.688907908669325
2024-07-07,22,0.197,0.0,0.354,0.449,1.0,0.0,2.0,2.0,-0.1472566246821471,-0.6662232529668024
2024-07-07,23,0.708,0.039,0.0,0.252,3.0,1.0,0.0,2.0,0.12019869409349643,1.5226257111805725
2024-07-08,0,0.118,0.0,0.511,0.37,2.0,0.0,2.0,2.0,-0.15589089236224002,-0.3892753549661972
2024-07-08,1,0.82,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.15611050614723498,0.05962556481498402
2024-07-08,2,0.085,0.0,0.285,0.63,1.0,0.0,1.0,1.0,-0.23665963024972295,-0.1946376774830986
2024-07-08,3,0.0,0.0,0.646,0.354,0.0,0.0,4.0,3.0,-0.1958551325474388,-1.6690199687491942
2024-07-08,4,0.315,0.079,0.446,0.161,2.0,1.0,1.0,3.0,0.02251853092957197,0.7740922376962633
2024-07-08,5,0.118,0.0,0.256,0.626,2.0,0.0,3.0,4.0,-0.22328436302296237,-1.0781832636355224
2024-07-08,6,0.079,0.0,0.374,0.548,1.0,0.0,2.0,3.0,-0.21744909369056287,-0.8835455861524237
2024-07-08,7,0.957,0.039,0.0,0.003,2.0,1.0,0.0,1.0,0.2786384351661552,1.4630001463655886
2024-07-08,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-08,9,0.128,0.0,0.125,0.748,1.0,0.0,2.0,1.0,-0.25172087557719947,-0.4489009197811812
2024-07-08,10,0.102,0.0,0.387,0.511,1.0,0.0,1.0,1.0,-0.19903133447709817,-0.1946376774830986
2024-07-08,11,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0,0.25608070805383254,0.2996325537031279
2024-07-08,12,0.826,0.0,0.118,0.056,1.0,0.0,1.0,1.0,0.19094512254758053,-0.1946376774830986
2024-07-08,13,0.426,0.0,0.433,0.141,1.0,0.0,1.0,1.0,0.019222511700949386,-0.1946376774830986
2024-07-08,14,0.282,0.079,0.118,0.521,2.0,1.0,1.0,1.0,-0.08433001380871641,1.2087369040675058
2024-07-08,15,0.079,0.0,0.354,0.567,1.0,0.0,2.0,4.0,-0.22234051804188096,-1.1008679193380448
2024-07-08,16,0.83,0.039,0.0,0.131,2.0,1.0,0.0,1.0,0.19746214525500425,1.4630001463655886
2024-07-08,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-08,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-08,19,0.593,0.0,0.0,0.407,1.0,0.0,0.0,1.0,0.011669457056899535,0.05962556481498402
2024-07-08,20,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0,-0.2415917570277844,-0.688907908669325
2024-07-08,21,0.675,0.0,0.0,0.325,1.0,0.0,0.0,1.0,0.0638463999001044,0.05962556481498402
2024-07-08,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-08,23,0.016,0.0,0.157,0.826,1.0,0.0,1.0,2.0,-0.3138442927685109,-0.41196001066871984
2024-07-10,0,0.354,0.0,0.0,0.646,1.0,0.0,0.0,2.0,-0.14040724220561232,-0.15769676837063723
2024-07-10,1,0.19,0.0,0.472,0.338,1.0,0.0,1.0,2.0,-0.1206939626349926,-0.41196001066871984
2024-07-10,2,0.793,0.039,0.0,0.167,2.0,1.0,0.0,1.0,0.17428454947974542,1.4630001463655886
2024-07-10,3,0.0,0.0,0.459,0.541,0.0,0.0,3.0,3.0,-0.24500886115562634,-1.4147567264511116
2024-07-10,4,0.0,0.0,0.407,0.593,0.0,0.0,1.0,1.0,-0.258677277666994,-0.47158557548370383
2024-07-10,5,0.079,0.0,0.157,0.764,1.0,0.0,1.0,3.0,-0.27412278828687,-0.6292823438543411
2024-07-10,6,0.548,0.0,0.354,0.098,1.0,0.0,1.0,2.0,0.07608614285401041,-0.41196001066871984
2024-07-10,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
2024-07-10,8,0.42,0.0,0.039,0.541,1.0,0.0,1.0,1.0,-0.08815985387511678,-0.1946376774830986
2024-07-10,9,0.236,0.118,0.433,0.213,2.0,1.0,1.0,3.0,0.004187652721476386,0.7740922376962633
2024-07-10,10,0.079,0.0,0.354,0.567,1.0,0.0,4.0,4.0,-0.22234051804188096,-1.60939440393421
2024-07-10,11,0.118,0.118,0.197,0.567,3.0,2.0,3.0,6.0,-0.1329298232667722,1.0169733350938388
2024-07-10,12,0.37,0.0,0.0,0.63,1.0,0.0,0.0,1.0,-0.1302263753093772,0.05962556481498402
2024-07-10,13,0.377,0.0,0.0,0.623,1.0,0.0,0.0,1.0,-0.12577224604227435,0.05962556481498402
2024-07-10,14,0.354,0.0,0.079,0.567,2.0,0.0,1.0,2.0,-0.11964176327488066,-0.13501211266811458
2024-07-10,15,0.157,0.0,0.551,0.292,1.0,0.0,2.0,2.0,-0.12092652167774587,-0.6662232529668024
2024-07-10,16,0.908,0.0,0.0,0.092,1.0,0.0,0.0,1.0,0.21210527407652807,0.05962556481498402
2024-07-10,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2706452587298799,0.27694789800060526
