Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-07-02,0,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.27746157143452876,-0.7224952259478308
2024-07-02,1,0.0,0.0,0.387,0.613,0.0,0.0,1.0,1.0,-0.2864847294945878,-0.4252615374262841
2024-07-02,2,0.0,0.0,0.174,0.826,0.0,0.0,2.0,1.0,-0.2959523780994774,-0.5532893863310215
2024-07-02,3,0.0,0.0,0.502,0.498,0.0,0.0,1.0,1.0,-0.28137308822903717,-0.4252615374262841
2024-07-02,4,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.2756836092552068,-0.7224952259478308
2024-07-02,5,0.0,0.0,0.452,0.548,0.0,0.0,1.0,1.0,-0.2835955409531896,-0.4252615374262841
2024-07-02,6,0.0,0.0,0.492,0.508,0.0,0.0,1.0,1.0,-0.2818175787738676,-0.4252615374262841
2024-07-02,7,0.0,0.0,0.957,0.043,0.0,0.0,1.0,1.0,-0.2611487684392496,-0.4252615374262841
2024-07-02,8,0.895,0.0,0.066,0.039,1.0,0.0,1.0,1.0,-0.007721115284692773,-0.40652367734812384
2024-07-02,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023723274910923353,0.01873786007816025
2024-07-02,10,0.505,0.495,0.0,0.0,1.0,1.0,0.0,0.0,0.30061561865620623,1.1266779537797893
2024-07-02,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5831017471236161,1.107940093701629
2024-07-02,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5831017471236161,1.107940093701629
2024-07-02,13,0.072,0.692,0.079,0.157,1.0,1.0,1.0,1.0,0.33705594290252106,0.7014164163535053
2024-07-02,14,0.439,0.551,0.01,0.0,1.0,1.0,1.0,0.0,0.32911120576004305,0.9986501048750518
2024-07-02,15,0.0,0.0,0.134,0.866,0.0,0.0,3.0,2.0,-0.29773034027879935,-0.9785509237573056
2024-07-02,16,0.239,0.0,0.682,0.079,1.0,0.0,1.0,1.0,-0.19512131897287038,-0.40652367734812384
2024-07-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023723274910923353,0.01873786007816025
2024-07-02,18,0.334,0.075,0.354,0.236,3.0,1.0,2.0,1.0,-0.11178387287040237,0.6108642876050883
2024-07-02,19,0.0,0.239,0.0,0.761,0.0,1.0,0.0,1.0,-0.09174411927147655,0.8107064051800824
2024-07-02,20,0.0,0.0,0.315,0.685,0.0,0.0,1.0,2.0,-0.2896850614173674,-0.7224952259478308
2024-07-02,21,0.0,0.0,0.511,0.489,0.0,0.0,1.0,2.0,-0.2809730467386897,-0.7224952259478308
2024-07-02,22,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0,-0.28444007298836754,-0.7224952259478308
2024-07-02,23,0.0,0.0,0.315,0.685,0.0,0.0,1.0,1.0,-0.2896850614173674,-0.4252615374262841
2024-07-03,0,0.0,0.0,0.41,0.59,0.0,0.0,2.0,1.0,-0.2854624012414777,-0.5532893863310215
2024-07-03,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2592374590964785,-0.12802784890473745
2024-07-03,2,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.28195092593731674,-0.5532893863310215
2024-07-03,3,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.28195092593731674,-0.5532893863310215
2024-07-03,4,0.157,0.0,0.843,0.0,1.0,0.0,2.0,0.0,-0.2148126238573164,-0.23731783773131465
2024-07-03,5,0.0,0.0,0.508,0.492,0.0,0.0,1.0,1.0,-0.2811063939021389,-0.4252615374262841
2024-07-03,6,0.0,0.0,0.902,0.098,0.0,0.0,1.0,1.0,-0.2635934664358173,-0.4252615374262841
2024-07-03,7,0.446,0.0,0.554,0.0,2.0,0.0,2.0,0.0,-0.13303697172917728,-0.2185799776531544
2024-07-03,8,0.302,0.0,0.698,0.0,2.0,0.0,2.0,0.0,-0.17378331742624312,-0.2185799776531544
2024-07-03,9,0.118,0.0,0.607,0.275,2.0,0.0,4.0,2.0,-0.2380715824664437,-1.0691030525057226
2024-07-03,10,0.534,0.0,0.466,0.0,2.0,0.0,2.0,0.0,-0.10813642713652591,-0.2185799776531544
2024-07-03,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.023723274910923353,-0.1092899888265772
2024-07-03,12,0.708,0.0,0.275,0.016,1.0,0.0,2.0,1.0,-0.05935320683187031,-0.5345515262528613
2024-07-03,13,0.0,0.0,0.466,0.534,0.0,0.0,1.0,1.0,-0.28297325419042696,-0.4252615374262841
2024-07-03,14,0.472,0.0,0.41,0.118,3.0,0.0,3.0,1.0,-0.13092498107398465,-0.6251036550012783
2024-07-03,15,0.066,0.0,0.541,0.393,1.0,0.0,2.0,1.0,-0.25803052906382845,-0.5345515262528613
2024-07-03,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023723274910923353,0.01873786007816025
2024-07-03,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023723274910923353,0.01873786007816025
2024-07-03,18,0.61,0.0,0.236,0.154,1.0,0.0,1.0,1.0,-0.09347656574235298,-0.40652367734812384
2024-07-03,19,0.039,0.0,0.59,0.37,1.0,0.0,2.0,2.0,-0.26438890316982167,-0.8317852147744079
2024-07-03,20,0.0,0.0,0.62,0.38,0.0,0.0,1.0,1.0,-0.2761280998000373,-0.4252615374262841
2024-07-03,21,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0,-0.28195092593731674,-0.5532893863310215
2024-07-03,22,0.275,0.0,0.725,0.0,1.0,0.0,2.0,0.0,-0.18142325724444297,-0.23731783773131465
2024-07-03,23,0.0,0.0,0.41,0.59,0.0,0.0,3.0,1.0,-0.2854624012414777,-0.681317235235759
2024-07-04,0,0.0,0.0,0.472,0.528,0.0,0.0,1.0,1.0,-0.28270655986352866,-0.4252615374262841
2024-07-04,1,0.0,0.0,0.511,0.489,0.0,0.0,1.0,2.0,-0.2809730467386897,-0.7224952259478308
2024-07-04,2,0.0,0.0,0.718,0.282,0.0,0.0,1.0,1.0,-0.27177209246069844,-0.4252615374262841
