Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,distancia,nivel_estres
2024-01-02,0,0.0,0.0,0.725,0.275,0.0,0.0,1.0,1.0,-0.0754003502821502,0.04761351444551019,Normal
2024-01-02,1,0.039,0.0,0.692,0.269,1.0,0.0,2.0,1.0,-0.0633953481017885,0.04118143526279584,Normal
2024-01-02,2,0.0,0.0,0.718,0.282,0.0,0.0,1.0,1.0,-0.0804139290640718,0.044773648306682914,Normal
2024-01-02,3,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.273078599397917,0.14941393822488866,Normal
2024-01-02,4,0.0,0.0,0.879,0.121,0.0,0.0,1.0,1.0,0.0348983829201254,0.05703686750073032,Normal
2024-01-02,5,0.197,0.0,0.256,0.548,1.0,0.0,2.0,1.0,-0.231874852362088,0.1305019815496916,Normal
2024-01-02,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.121561673293342,0.08056780038216146,Normal
2024-01-02,7,0.957,0.0,0.043,0.0,1.0,0.0,1.0,0.0,0.3106955203279534,0.06797468321761965,Normal
2024-01-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3191936973629464,0.044741732095554286,Normal
2024-01-02,9,0.921,0.0,0.079,0.0,2.0,0.0,1.0,0.0,0.3035807674614477,0.06525202666742125,Normal
2024-01-02,10,0.662,0.0,0.079,0.259,1.0,0.0,1.0,1.0,0.0668916582963201,0.052984161068213326,Normal
2024-01-02,11,0.0,0.0,0.315,0.685,0.0,0.0,1.0,1.0,-0.3690528217947023,0.08826100528677873,Normal
2024-01-02,12,0.764,0.0,0.236,0.0,1.0,0.0,1.0,0.0,0.2725525396825198,0.040859097498005016,Normal
2024-01-02,13,0.613,0.236,0.151,0.0,1.0,1.0,1.0,0.0,0.254701972365577,0.04078441120508695,Normal
2024-01-02,14,0.0,0.0,0.243,0.757,0.0,0.0,1.0,1.0,-0.4206210606944675,0.0409923082686205,Normal
2024-01-02,15,0.892,0.039,0.0,0.069,2.0,1.0,0.0,1.0,0.2504115835369668,0.17494096562049125,Normal
2024-01-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3191936973629464,0.01893520369122557,Normal
2024-01-02,17,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.3134677554767112,0.0400282584776189,Normal
2024-01-02,18,0.374,0.236,0.315,0.075,2.0,1.0,2.0,1.0,0.1537510030923528,0.042949138173381564,Normal
2024-01-02,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5946638669811752,0.11701691237301544,Normal
2024-01-02,20,0.236,0.0,0.551,0.213,1.0,0.0,2.0,2.0,0.0156467908952964,0.15988300344126383,Normal
2024-01-02,21,0.0,0.0,0.557,0.443,0.0,0.0,1.0,1.0,-0.1957262410482691,0.10733182200837564,Normal
