Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,nivel_estres
2024-07-02,0,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.2894037595206743,normal
2024-07-02,1,0.0,0.0,0.387,0.613,0.0,0.0,1.0,1.0,-0.2991876608431876,normal
2024-07-02,2,0.0,0.0,0.174,0.826,0.0,0.0,2.0,1.0,-0.3094535277480908,normal
2024-07-02,3,0.0,0.0,0.502,0.498,0.0,0.0,1.0,1.0,-0.2936450566457047,normal
2024-07-02,4,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.287475897191115,normal
2024-07-02,5,0.0,0.0,0.452,0.548,0.0,0.0,1.0,1.0,-0.2960548845576538,normal
2024-07-02,6,0.0,0.0,0.492,0.508,0.0,0.0,1.0,1.0,-0.2941270222280945,normal
2024-07-02,7,0.0,0.0,0.957,0.043,0.0,0.0,1.0,1.0,-0.2717156226469679,normal
2024-07-02,8,0.895,0.0,0.066,0.039,1.0,0.0,1.0,1.0,0.0283594118429416,normal
2024-07-02,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0654207938902173,normal
2024-07-02,10,0.505,0.495,0.0,0.0,1.0,1.0,0.0,0.0,0.3139213622859966,alerta
2024-07-02,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.567442144184721,normal
2024-07-02,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.567442144184721,normal
2024-07-02,13,0.072,0.692,0.079,0.157,1.0,1.0,1.0,1.0,0.3261776130207272,normal
2024-07-02,14,0.439,0.551,0.01,0.0,1.0,1.0,1.0,0.0,0.3386839182571598,normal
2024-07-02,15,0.0,0.0,0.134,0.866,0.0,0.0,3.0,2.0,-0.3113813900776501,normal
2024-07-02,16,0.239,0.0,0.682,0.079,1.0,0.0,1.0,1.0,-0.193370411220206,normal
2024-07-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0654207938902173,normal
