Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2,Nivel_estres_1,Nivel_estres_2
2024-07-22,20,0.0,0.0,0.685,0.315,0.0,0.0,2.0,1.0,-0.3717147131608292,-0.4556253968960084,normal,normal
2024-07-22,21,0.4,0.0,0.01,0.59,1.0,0.0,1.0,1.0,0.2069332964421038,-0.2388545355733307,normal,normal
2024-07-22,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-22,23,0.213,0.0,0.0,0.787,1.0,0.0,0.0,2.0,0.1668480202849407,-0.3439858367580145,normal,normal
2024-07-23,0,0.016,0.0,0.079,0.905,1.0,0.0,1.0,1.0,0.0612465728269694,-0.2388545355733307,normal,normal
2024-07-23,1,0.849,0.0,0.151,0.0,1.0,0.0,1.0,0.0,0.22037596981905,-0.0168918691515386,normal,normal
2024-07-23,2,0.0,0.0,0.41,0.59,0.0,0.0,2.0,1.0,-0.177070109463053,-0.4556253968960084,normal,normal
2024-07-23,3,0.0,0.0,0.226,0.774,0.0,0.0,1.0,1.0,-0.0468351746252683,-0.3387940316589002,normal,normal
2024-07-23,4,0.157,0.0,0.79,0.052,1.0,0.0,2.0,1.0,-0.4065497260748045,-0.3556859008104389,normal,normal
2024-07-23,5,0.0,0.0,0.233,0.767,0.0,0.0,1.0,1.0,-0.0517897645375753,-0.3387940316589002,normal,normal
2024-07-23,6,0.311,0.0,0.433,0.256,2.0,0.0,2.0,1.0,-0.1149121800447289,-0.2557464047248693,normal,normal
2024-07-23,7,0.672,0.0,0.315,0.013,1.0,0.0,1.0,1.0,0.0596558439717312,-0.2388545355733307,normal,normal
2024-07-23,8,0.0,0.0,0.384,0.616,0.0,0.0,1.0,1.0,-0.1586673469316269,-0.3387940316589002,normal,normal
2024-07-23,9,0.872,0.0,0.128,0.0,1.0,0.0,1.0,0.0,0.2424561656585965,-0.0168918691515386,normal,normal
2024-07-23,10,0.882,0.039,0.079,0.0,3.0,1.0,1.0,0.0,0.2756325299017017,1.862147744712676,normal,normal
2024-07-23,11,0.921,0.0,0.079,0.0,3.0,0.0,2.0,0.0,0.2894965828819783,0.0661557577824921,normal,normal
2024-07-23,12,0.354,0.0,0.079,0.567,1.0,0.0,1.0,1.0,0.1464935379082876,-0.2388545355733307,normal,normal
2024-07-23,13,0.0,0.0,0.308,0.692,0.0,0.0,1.0,1.0,-0.1048746564551506,-0.3387940316589002,normal,normal
2024-07-23,14,0.354,0.0,0.439,0.207,1.0,0.0,2.0,1.0,-0.1083139432960737,-0.3556859008104389,normal,normal
2024-07-23,15,0.315,0.0,0.38,0.305,1.0,0.0,2.0,1.0,-0.0763900165995281,-0.3556859008104389,normal,normal
2024-07-23,16,0.397,0.0,0.485,0.118,2.0,0.0,2.0,1.0,-0.1300276489034587,-0.2557464047248693,normal,normal
2024-07-23,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-23,18,0.885,0.0,0.115,0.0,1.0,0.0,1.0,0.0,0.2549362763505142,-0.0168918691515386,normal,normal
2024-07-23,19,0.039,0.0,0.318,0.643,1.0,0.0,2.0,1.0,-0.102116453765547,-0.3556859008104389,normal,normal
2024-07-23,20,0.0,0.0,0.266,0.734,0.0,0.0,1.0,1.0,-0.0751471169813084,-0.3387940316589002,normal,normal
2024-07-23,21,0.203,0.0,0.403,0.393,1.0,0.0,1.0,1.0,-0.1210300258104691,-0.2388545355733307,normal,normal
2024-07-23,22,0.072,0.551,0.377,0.0,2.0,4.0,3.0,0.0,-0.1924601389310149,6.566027383232117,normal,normal
2024-07-23,23,0.0,0.0,0.174,0.826,0.0,0.0,3.0,4.0,-0.0100296495624161,-1.2383447613984926,normal,normal
2024-07-24,0,0.646,0.0,0.275,0.079,1.0,0.0,1.0,1.0,0.0814103274753622,-0.2388545355733307,normal,normal
2024-07-24,1,0.81,0.0,0.039,0.151,1.0,0.0,1.0,1.0,0.2898132201373489,-0.2388545355733307,normal,normal
2024-07-24,2,0.0,0.0,0.246,0.754,0.0,0.0,2.0,2.0,-0.0609911458032883,-0.6775880633178004,normal,normal
2024-07-24,3,0.0,0.0,0.489,0.511,0.0,0.0,3.0,2.0,-0.2329861956162324,-0.7944194285549087,normal,normal
2024-07-24,4,0.118,0.0,0.41,0.472,1.0,0.0,4.0,3.0,-0.1473093346713502,-1.0332739641282394,normal,normal
2024-07-24,5,0.039,0.0,0.941,0.02,1.0,0.0,2.0,1.0,-0.5430749559608725,-0.3556859008104389,normal,normal
2024-07-24,6,0.39,0.0,0.0,0.61,1.0,0.0,0.0,1.0,0.2114891824724949,-0.1220231703362225,normal,normal
2024-07-24,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,9,0.679,0.0,0.236,0.085,1.0,0.0,1.0,1.0,0.1173373998159437,-0.2388545355733307,normal,normal
2024-07-24,10,0.338,0.0,0.079,0.584,1.0,0.0,1.0,1.0,0.1425713059141838,-0.2388545355733307,normal,normal
2024-07-24,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,12,0.095,0.551,0.354,0.0,2.0,2.0,2.0,0.0,-0.1703799430914684,3.324537505083074,normal,normal
2024-07-24,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,14,0.439,0.0,0.236,0.325,2.0,0.0,2.0,1.0,0.0568070104090905,-0.2557464047248693,normal,normal
2024-07-24,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1131272996863586,-0.221962666421792,normal,normal
2024-07-24,16,0.672,0.0,0.039,0.289,1.0,0.0,1.0,1.0,0.2550082462284083,-0.2388545355733307,normal,normal
2024-07-24,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-24,19,0.318,0.0,0.0,0.682,1.0,0.0,0.0,1.0,0.193330065650439,-0.1220231703362225,normal,normal
2024-07-24,20,0.03,0.0,0.354,0.616,1.0,0.0,1.0,1.0,-0.1298670914887402,-0.2388545355733307,normal,normal
2024-07-24,21,0.6,0.0,0.0,0.4,1.0,0.0,0.0,1.0,0.2644532732034915,-0.1220231703362225,normal,normal
2024-07-24,22,0.0,0.0,0.298,0.702,0.0,0.0,1.0,1.0,-0.0977966708661406,-0.3387940316589002,normal,normal
2024-07-24,23,0.984,0.0,0.016,0.0,1.0,0.0,1.0,1.0,0.3499771193120405,-0.2388545355733307,normal,normal
2024-07-25,0,0.472,0.0,0.039,0.489,1.0,0.0,1.0,1.0,0.2045662550560306,-0.2388545355733307,normal,normal
2024-07-25,1,0.0,0.0,0.348,0.652,0.0,0.0,1.0,1.0,-0.1331865988111908,-0.3387940316589002,normal,normal
2024-07-25,2,0.0,0.0,0.361,0.639,0.0,0.0,1.0,1.0,-0.1423879800769038,-0.3387940316589002,normal,normal
2024-07-25,3,0.0,0.0,0.066,0.934,0.0,0.0,1.0,1.0,0.0664125947988923,-0.3387940316589002,normal,normal
2024-07-25,4,0.275,0.0,0.449,0.275,1.0,0.0,2.0,1.0,-0.1354296426978593,-0.3556859008104389,normal,normal
2024-07-25,5,0.118,0.0,0.508,0.374,1.0,0.0,2.0,1.0,-0.2166735934436486,-0.3556859008104389,normal,normal
2024-07-25,6,0.036,0.0,0.039,0.925,1.0,0.0,1.0,1.0,0.0946027143002474,-0.2388545355733307,normal,normal
2024-07-25,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-25,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-25,9,0.993,0.0,0.007,0.0,1.0,0.0,1.0,0.0,0.3586171959449065,-0.0168918691515386,normal,normal
2024-07-25,10,0.0,0.0,0.78,0.22,0.0,0.0,1.0,1.0,-0.4389555762564246,-0.3387940316589002,normal,normal
2024-07-25,11,0.787,0.0,0.039,0.174,1.0,0.0,1.0,1.0,0.2840123911525255,-0.2388545355733307,normal,normal
2024-07-25,12,0.826,0.0,0.174,0.0,1.0,0.0,1.0,0.0,0.1982957739795035,-0.0168918691515386,normal,normal
2024-07-25,13,0.348,0.0,0.141,0.511,1.0,0.0,1.0,1.0,0.1010967675212541,-0.2388545355733307,normal,normal
2024-07-25,14,0.449,0.0,0.551,0.0,3.0,0.0,2.0,0.0,-0.1636274360861069,0.0661557577824921,normal,normal
2024-07-25,15,0.095,0.0,0.275,0.63,2.0,0.0,1.0,1.0,-0.0575573582045381,-0.1389150394877611,normal,normal
2024-07-25,16,0.41,0.039,0.393,0.157,3.0,1.0,1.0,1.0,-0.0657724440597111,1.640185078290884,normal,normal
2024-07-25,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-25,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-25,19,0.239,0.0,0.393,0.367,1.0,0.0,1.0,1.0,-0.104872481810431,-0.2388545355733307,normal,normal
2024-07-25,20,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.332785792421274,-0.5607566980806922,normal,normal
2024-07-25,21,0.0,0.0,0.079,0.921,0.0,0.0,1.0,2.0,0.0572112135331792,-0.5607566980806922,normal,normal
2024-07-25,22,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.3603899362184132,-0.5607566980806922,normal,normal
2024-07-25,23,0.0,0.0,0.393,0.607,1.0,0.0,1.0,1.0,-0.165037533961736,-0.2388545355733307,normal,normal
2024-07-26,0,0.292,0.0,0.354,0.354,2.0,0.0,2.0,1.0,-0.0637880830529254,-0.2557464047248693,normal,normal
2024-07-26,1,0.574,0.0,0.426,0.0,1.0,0.0,1.0,0.0,-0.0436263717407453,-0.0168918691515386,normal,normal
2024-07-26,2,0.0,0.0,0.203,0.797,0.0,0.0,2.0,2.0,-0.0305558077705452,-0.6775880633178004,normal,normal
2024-07-26,3,0.0,0.0,0.42,0.58,0.0,0.0,1.0,1.0,-0.1841480950520631,-0.3387940316589002,normal,normal
2024-07-26,4,0.236,0.0,0.489,0.275,1.0,0.0,2.0,1.0,-0.1734646460328267,-0.3556859008104389,normal,normal
2024-07-26,5,0.157,0.0,0.843,0.0,1.0,0.0,2.0,0.0,-0.4439499223968713,-0.1337232343886468,normal,normal
2024-07-26,6,0.233,0.0,0.138,0.63,1.0,0.0,1.0,1.0,0.0743291455735263,-0.2388545355733307,normal,normal
2024-07-26,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-26,8,0.695,0.0,0.305,0.0,1.0,0.0,1.0,0.0,0.0725346585455646,-0.0168918691515386,normal,normal
2024-07-26,9,0.4,0.236,0.364,0.0,1.0,2.0,2.0,0.0,-0.0680011387830171,3.2245980089975044,normal,normal
2024-07-26,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-26,11,0.843,0.0,0.118,0.039,1.0,0.0,1.0,1.0,0.2422200625276118,-0.2388545355733307,normal,normal
2024-07-26,12,0.0,0.0,0.039,0.961,0.0,0.0,1.0,2.0,0.0855231558892194,-0.5607566980806922,normal,normal
2024-07-26,13,0.662,0.0,0.0,0.338,1.0,0.0,0.0,1.0,0.2800902904669286,-0.1220231703362225,normal,normal
2024-07-26,14,0.164,0.0,0.836,0.0,2.0,0.0,2.0,0.0,-0.4372298627935311,-0.0337837383030773,normal,normal
2024-07-26,15,0.498,0.0,0.226,0.275,1.0,0.0,2.0,1.0,0.0786522560942656,-0.3556859008104389,normal,normal
2024-07-26,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-26,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-26,18,0.964,0.0,0.036,0.0,1.0,0.0,1.0,0.0,0.3307769490167827,-0.0168918691515386,normal,normal
2024-07-26,19,0.0,0.0,0.475,0.525,0.0,0.0,1.0,1.0,-0.2230770157916183,-0.3387940316589002,normal,normal
2024-07-26,20,0.0,0.0,0.511,0.489,0.0,0.0,1.0,2.0,-0.2485577639120544,-0.5607566980806922,normal,normal
2024-07-26,21,0.4,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.2140112820311139,-0.1220231703362225,normal,normal
2024-07-26,22,0.82,0.0,0.039,0.141,1.0,0.0,1.0,1.0,0.2923353196959677,-0.2388545355733307,normal,normal
2024-07-26,23,0.0,0.0,0.551,0.449,0.0,0.0,3.0,2.0,-0.2768697062680947,-0.7944194285549087,normal,normal
2024-07-27,0,0.0,0.0,0.41,0.59,0.0,0.0,2.0,1.0,-0.177070109463053,-0.4556253968960084,normal,normal
2024-07-27,1,0.0,0.0,0.377,0.623,0.0,0.0,1.0,1.0,-0.1537127570193199,-0.3387940316589002,normal,normal
2024-07-27,2,0.0,0.0,0.246,0.754,0.0,0.0,2.0,2.0,-0.0609911458032883,-0.6775880633178004,normal,normal
2024-07-27,3,0.0,0.0,0.607,0.393,0.0,0.0,2.0,1.0,-0.3165064255665509,-0.4556253968960084,normal,normal
2024-07-27,4,0.197,0.0,0.803,0.0,1.0,0.0,2.0,0.0,-0.4055495818063557,-0.1337232343886468,normal,normal
2024-07-27,5,0.197,0.0,0.252,0.551,1.0,0.0,2.0,1.0,-0.0155525758519024,-0.3556859008104389,normal,normal
2024-07-27,6,0.154,0.0,0.846,0.0,1.0,0.0,1.0,0.0,-0.44682994794116,-0.0168918691515386,normal,normal
2024-07-27,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-27,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-27,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-27,10,0.544,0.0,0.079,0.377,1.0,0.0,1.0,2.0,0.1944134295220465,-0.4608172019951227,normal,normal
2024-07-27,11,0.0,0.0,0.118,0.882,0.0,0.0,1.0,3.0,0.0296070697360401,-0.7827193645024844,normal,normal
2024-07-27,12,0.921,0.0,0.0,0.079,1.0,0.0,0.0,1.0,0.3454126690351576,-0.1220231703362225,normal,normal
2024-07-27,13,0.528,0.0,0.472,0.0,2.0,0.0,1.0,0.0,-0.0877867634198383,0.0830476269340308,normal,normal
2024-07-27,14,0.046,0.197,0.354,0.403,1.0,2.0,3.0,1.0,-0.1461776128674525,2.8858039773386044,normal,normal
2024-07-27,15,0.079,0.039,0.459,0.423,1.0,1.0,2.0,2.0,-0.1958555170377761,1.1015120544608448,normal,normal
2024-07-27,16,0.83,0.0,0.013,0.157,1.0,0.0,1.0,1.0,0.3132601817860128,-0.2388545355733307,normal,normal
2024-07-27,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-27,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-27,19,0.357,0.0,0.118,0.525,1.0,0.0,1.0,1.0,0.1196460239787342,-0.2388545355733307,normal,normal
2024-07-27,20,0.0,0.0,0.384,0.616,0.0,0.0,1.0,1.0,-0.1586673469316269,-0.3387940316589002,normal,normal
2024-07-27,21,0.0,0.0,0.167,0.833,0.0,0.0,2.0,2.0,-0.005075059650109,-0.6775880633178004,normal,normal
2024-07-27,22,0.338,0.0,0.197,0.466,1.0,0.0,1.0,1.0,0.0590510759638653,-0.2388545355733307,normal,normal
2024-07-27,23,0.803,0.0,0.118,0.079,1.0,0.0,2.0,1.0,0.2321316642931363,-0.3556859008104389,normal,normal
2024-07-28,0,0.0,0.0,0.252,0.748,0.0,0.0,1.0,1.0,-0.0652379371566944,-0.3387940316589002,normal,normal
2024-07-28,1,0.0,0.0,0.338,0.662,0.0,0.0,2.0,2.0,-0.1261086132221807,-0.6775880633178004,normal,normal
2024-07-28,2,0.0,0.0,0.748,0.252,0.0,0.0,1.0,2.0,-0.4163060223715925,-0.5607566980806922,normal,normal
2024-07-28,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1131272996863586,-0.221962666421792,normal,normal
2024-07-28,4,0.197,0.0,0.121,0.682,1.0,0.0,2.0,1.0,0.077169035364129,-0.3556859008104389,normal,normal
2024-07-28,5,0.039,0.0,0.961,0.0,1.0,0.0,2.0,0.0,-0.5572309271388927,-0.1337232343886468,normal,normal
2024-07-28,6,0.0,0.0,0.449,0.551,0.0,0.0,4.0,3.0,-0.2046742532601922,-1.1332134602138089,normal,normal
2024-07-28,7,0.839,0.0,0.161,0.0,1.0,0.0,1.0,0.0,0.2107758846714211,-0.0168918691515386,normal,normal
2024-07-28,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-28,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-28,10,0.843,0.0,0.157,0.0,2.0,0.0,1.0,0.0,0.2146159187304727,0.0830476269340308,normal,normal
2024-07-28,11,0.725,0.0,0.079,0.197,1.0,0.0,1.0,1.0,0.2401765588327345,-0.2388545355733307,normal,normal
2024-07-28,12,0.213,0.0,0.0,0.787,1.0,0.0,0.0,1.0,0.1668480202849407,-0.1220231703362225,normal,normal
2024-07-28,13,0.77,0.111,0.118,0.0,3.0,1.0,2.0,0.0,0.2122316858375823,1.7453163794755675,normal,normal
2024-07-28,14,0.0,0.282,0.354,0.364,0.0,2.0,2.0,1.0,-0.1665579503150828,2.902695846490143,normal,normal
2024-07-28,15,0.105,0.079,0.236,0.58,2.0,1.0,1.0,1.0,-0.0355901228341999,1.5402455822053145,normal,normal
2024-07-28,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-28,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-28,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-28,19,0.2,0.0,0.63,0.17,1.0,0.0,2.0,2.0,-0.2823438012488963,-0.5776485672322309,normal,normal
2024-07-28,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1131272996863586,-0.221962666421792,normal,normal
2024-07-28,21,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2768697062680947,-0.5607566980806922,normal,normal
2024-07-28,22,0.023,0.0,0.0,0.977,1.0,0.0,0.0,1.0,0.118928128671182,-0.1220231703362225,normal,normal
2024-07-28,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3653372555482468,-0.1220231703362225,normal,normal
2024-07-29,0,0.748,0.0,0.118,0.134,1.0,0.0,1.0,1.0,0.2182601167207325,-0.2388545355733307,normal,normal
2024-07-29,1,0.0,0.0,0.354,0.646,0.0,0.0,1.0,2.0,-0.1374333901645968,-0.5607566980806922,normal,normal
2024-07-29,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.1131272996863586,-0.443925332843584,normal,normal
2024-07-29,3,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.3044738500652337,-0.5607566980806922,normal,normal
2024-07-29,4,0.236,0.0,0.2,0.564,1.0,0.0,2.0,1.0,0.0310891374895633,-0.3556859008104389,normal,normal
2024-07-29,5,0.157,0.0,0.823,0.02,2.0,0.0,3.0,1.0,-0.4297939512188513,-0.3725777699619775,normal,normal
2024-07-29,6,0.036,0.0,0.63,0.334,1.0,0.0,2.0,2.0,-0.323706234010246,-0.5776485672322309,normal,normal
2024-07-29,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-29,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-29,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-29,10,0.269,0.0,0.377,0.354,2.0,0.0,2.0,1.0,-0.085868278892472,-0.2557464047248693,normal,normal
2024-07-29,11,0.0,0.0,0.134,0.866,0.0,0.0,1.0,1.0,0.018282292793624,-0.3387940316589002,normal,normal
2024-07-29,12,0.685,0.0,0.0,0.315,1.0,0.0,0.0,1.0,0.285891119451752,-0.1220231703362225,normal,normal
2024-07-29,13,0.725,0.0,0.197,0.079,4.0,0.0,2.0,2.0,0.156656328882416,-0.2778300789755223,normal,normal
2024-07-29,14,0.085,0.236,0.482,0.197,2.0,1.0,4.0,2.0,-0.2309675048298304,0.967788820072198,normal,normal
2024-07-29,15,0.118,0.0,0.777,0.105,1.0,0.0,3.0,2.0,-0.4070714057880188,-0.6944799324693391,normal,normal
2024-07-29,16,0.79,0.0,0.0,0.21,1.0,0.0,0.0,1.0,0.3123731648172503,-0.1220231703362225,normal,normal
2024-07-29,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-29,18,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0,0.327896923472494,0.0830476269340308,normal,normal
2024-07-29,19,0.003,0.0,0.157,0.839,1.0,0.0,1.0,1.0,0.0026464285068002,-0.2388545355733307,normal,normal
2024-07-29,20,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2768697062680947,-0.5607566980806922,normal,normal
2024-07-29,21,0.361,0.0,0.197,0.443,1.0,0.0,3.0,3.0,0.0648519049486888,-0.9164425988911312,normal,normal
2024-07-29,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-07-29,23,0.764,0.0,0.0,0.236,2.0,0.0,0.0,1.0,0.3058157059648412,-0.0220836742506529,normal,normal
2024-08-03,0,0.63,0.0,0.039,0.331,1.0,0.0,1.0,1.0,0.244415428082209,-0.2388545355733307,normal,normal
2024-08-03,1,0.0,0.0,0.151,0.849,0.0,0.0,1.0,1.0,0.0062497172923069,-0.3387940316589002,normal,normal
2024-08-03,2,0.0,0.0,0.557,0.443,0.0,0.0,1.0,1.0,-0.2811164976215007,-0.3387940316589002,normal,normal
2024-08-03,3,0.0,0.0,0.38,0.62,0.0,0.0,1.0,1.0,-0.1558361526960229,-0.3387940316589002,normal,normal
2024-08-03,4,0.0,0.0,0.407,0.593,0.0,0.0,1.0,1.0,-0.17494671378635,-0.3387940316589002,normal,normal
2024-08-03,5,0.492,0.0,0.157,0.351,1.0,0.0,2.0,3.0,0.1260902242229499,-0.799611233654023,normal,normal
2024-08-03,6,0.492,0.0,0.508,0.0,1.0,0.0,1.0,0.0,-0.1223470699513024,-0.0168918691515386,normal,normal
2024-08-03,7,0.603,0.0,0.161,0.236,1.0,0.0,1.0,1.0,0.1512543350880155,-0.2388545355733307,normal,normal
2024-08-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-08-03,9,0.757,0.0,0.243,0.0,1.0,0.0,1.0,0.0,0.1320551864608639,-0.0168918691515386,normal,normal
2024-08-03,10,0.259,0.0,0.623,0.118,1.0,0.0,1.0,1.0,-0.2625088239407379,-0.2388545355733307,normal,normal
2024-08-03,11,0.528,0.0,0.354,0.118,1.0,0.0,3.0,2.0,-0.0042665334695198,-0.6944799324693391,normal,normal
2024-08-03,12,0.787,0.0,0.213,0.0,1.0,0.0,2.0,0.0,0.1608554419037507,-0.1337232343886468,normal,normal
2024-08-03,13,0.111,0.0,0.377,0.511,2.0,0.0,2.0,1.0,-0.1258305792183366,-0.2557464047248693,normal,normal
2024-08-03,14,0.085,0.079,0.679,0.157,2.0,2.0,4.0,1.0,-0.3541890835445825,2.868912108187065,normal,normal
2024-08-03,15,0.538,0.0,0.384,0.079,1.0,0.0,1.0,1.0,-0.0228652633782447,-0.2388545355733307,normal,normal
2024-08-03,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-08-03,17,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3653372555482468,0.199878992171139,normal,normal
2024-08-03,18,0.767,0.0,0.0,0.233,1.0,0.0,0.0,1.0,0.3065723358324269,-0.1220231703362225,normal,normal
2024-08-03,19,0.0,0.0,0.289,0.711,0.0,0.0,2.0,2.0,-0.0914264838360315,-0.6775880633178004,normal,normal
2024-08-03,20,0.03,0.0,0.066,0.905,1.0,0.0,1.0,1.0,0.0740920207744353,-0.2388545355733307,normal,normal
2024-08-03,21,0.915,0.0,0.0,0.085,1.0,0.0,0.0,1.0,0.3438994092999863,-0.1220231703362225,normal,normal
2024-08-03,22,0.0,0.0,0.102,0.898,0.0,0.0,2.0,2.0,0.0409318466784561,-0.6775880633178004,normal,normal
2024-08-03,23,0.0,0.0,0.528,0.472,1.0,0.0,1.0,1.0,-0.2605903394133716,-0.2388545355733307,normal,normal
2024-08-04,0,0.0,0.0,0.449,0.551,0.0,0.0,2.0,2.0,-0.2046742532601922,-0.6775880633178004,normal,normal
2024-08-04,1,0.0,0.0,0.18,0.82,0.0,0.0,1.0,1.0,-0.0142764409158221,-0.3387940316589002,normal,normal
2024-08-04,2,0.0,0.0,0.915,0.085,0.0,0.0,3.0,2.0,-0.5345083817080601,-0.7944194285549087,normal,normal
2024-08-04,3,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0,-0.1211540233098737,-0.4556253968960084,normal,normal
2024-08-04,4,0.0,0.0,0.997,0.003,0.0,0.0,1.0,1.0,-0.5925478635379425,-0.3387940316589002,normal,normal
2024-08-04,5,0.315,0.0,0.413,0.272,1.0,0.0,2.0,1.0,-0.0997473690432612,-0.3556859008104389,normal,normal
2024-08-04,6,0.0,0.0,0.452,0.548,0.0,0.0,1.0,1.0,-0.2067976489368952,-0.3387940316589002,normal,normal
2024-08-04,7,0.407,0.0,0.59,0.003,1.0,0.0,1.0,1.0,-0.2018243980294452,-0.2388545355733307,normal,normal
2024-08-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3653372555482468,0.0999394960855695,normal,normal
2024-08-04,9,0.921,0.0,0.079,0.0,2.0,0.0,1.0,0.0,0.2894965828819783,0.0830476269340308,normal,normal
2024-08-04,10,0.033,0.0,0.377,0.59,1.0,0.0,2.0,1.0,-0.1453898284758776,-0.3556859008104389,normal,normal
2024-08-04,11,0.708,0.0,0.174,0.118,1.0,0.0,2.0,1.0,0.1685349991878007,-0.3556859008104389,normal,normal
2024-08-04,12,0.669,0.0,0.236,0.095,1.0,0.0,1.0,1.0,0.1148153002573248,-0.2388545355733307,normal,normal
2024-08-04,13,0.59,0.0,0.348,0.062,2.0,0.0,3.0,2.0,0.0156172751473232,-0.5945404363837696,normal,normal
