Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-07-02,0,0.0,0.0,0.252,0.748,0.0,0.0,2.0,1.0
2024-07-02,1,0.0,0.0,0.534,0.466,0.0,0.0,1.0,1.0
2024-07-02,2,0.0,0.0,0.325,0.675,0.0,0.0,1.0,1.0
2024-07-02,3,0.0,0.0,0.344,0.656,0.0,0.0,1.0,1.0
2024-07-02,4,0.003,0.0,0.708,0.289,1.0,0.0,1.0,1.0
2024-07-02,5,0.233,0.0,0.767,0.0,2.0,0.0,2.0,0.0
2024-07-02,6,0.0,0.0,0.37,0.63,0.0,0.0,2.0,1.0
2024-07-02,7,0.879,0.0,0.121,0.0,1.0,0.0,1.0,0.0
2024-07-02,8,0.892,0.0,0.108,0.0,1.0,0.0,1.0,0.0
2024-07-02,9,0.0,0.0,0.836,0.164,0.0,0.0,1.0,1.0
2024-07-02,10,0.259,0.0,0.315,0.426,1.0,0.0,1.0,1.0
2024-07-02,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,12,0.826,0.0,0.079,0.095,1.0,0.0,1.0,1.0
2024-07-02,13,0.433,0.0,0.151,0.416,2.0,0.0,2.0,1.0
2024-07-02,14,0.049,0.0,0.439,0.511,1.0,0.0,2.0,2.0
2024-07-02,15,0.252,0.0,0.511,0.236,3.0,0.0,2.0,1.0
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,19,0.357,0.157,0.275,0.21,2.0,1.0,2.0,1.0
2024-07-02,20,0.0,0.0,0.738,0.262,0.0,0.0,1.0,1.0
2024-07-02,21,0.125,0.0,0.167,0.708,1.0,0.0,2.0,1.0
2024-07-02,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,23,0.056,0.0,0.354,0.59,1.0,0.0,3.0,2.0
2024-07-03,0,0.0,0.0,0.472,0.528,0.0,0.0,1.0,1.0
2024-07-03,1,0.0,0.0,0.387,0.613,0.0,0.0,1.0,1.0
2024-07-03,2,0.0,0.0,0.607,0.393,0.0,0.0,2.0,1.0
2024-07-03,3,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0
2024-07-03,4,0.161,0.0,0.643,0.197,1.0,0.0,1.0,1.0
2024-07-03,5,0.154,0.0,0.807,0.039,3.0,0.0,3.0,1.0
2024-07-03,6,0.0,0.0,0.256,0.744,0.0,0.0,1.0,1.0
2024-07-03,7,0.289,0.0,0.354,0.357,1.0,0.0,2.0,2.0
2024-07-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-03,9,0.285,0.0,0.708,0.007,1.0,0.0,1.0,1.0
2024-07-03,10,0.692,0.0,0.157,0.151,1.0,0.0,1.0,1.0
2024-07-03,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-03,12,0.787,0.0,0.079,0.134,1.0,0.0,1.0,1.0
2024-07-03,13,0.898,0.0,0.0,0.102,1.0,0.0,0.0,1.0
2024-07-03,14,0.489,0.118,0.157,0.236,2.0,1.0,1.0,1.0
2024-07-03,15,0.03,0.0,0.472,0.498,1.0,0.0,1.0,1.0
2024-07-03,16,0.908,0.0,0.079,0.013,2.0,0.0,1.0,1.0
2024-07-03,17,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0
2024-07-03,18,0.807,0.0,0.193,0.0,1.0,0.0,1.0,0.0
2024-07-03,19,0.0,0.0,0.252,0.748,0.0,0.0,2.0,1.0
2024-07-03,20,0.0,0.0,0.498,0.502,0.0,0.0,3.0,3.0
2024-07-03,21,0.0,0.0,0.518,0.482,0.0,0.0,2.0,2.0
2024-07-03,22,0.0,0.0,0.584,0.416,0.0,0.0,1.0,1.0
2024-07-03,23,0.433,0.0,0.0,0.567,1.0,0.0,1.0,1.0
2024-07-04,0,0.236,0.0,0.292,0.472,2.0,0.0,3.0,2.0
2024-07-04,1,0.0,0.0,0.692,0.308,0.0,0.0,1.0,1.0
2024-07-04,2,0.0,0.0,0.482,0.518,0.0,0.0,1.0,1.0
2024-07-04,3,0.0,0.0,0.62,0.38,0.0,0.0,1.0,1.0
2024-07-04,4,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0
2024-07-04,5,0.236,0.0,0.452,0.311,1.0,0.0,1.0,1.0
2024-07-04,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-04,7,0.643,0.0,0.357,0.0,1.0,0.0,1.0,0.0
2024-07-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,11,0.646,0.0,0.197,0.157,2.0,0.0,1.0,1.0
2024-07-04,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,13,0.77,0.0,0.072,0.157,2.0,0.0,1.0,1.0
2024-07-04,14,0.0,0.157,0.243,0.6,0.0,1.0,2.0,1.0
2024-07-04,15,0.105,0.0,0.511,0.384,1.0,0.0,2.0,3.0
2024-07-04,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,17,0.98,0.0,0.02,0.0,1.0,0.0,1.0,0.0
2024-07-04,18,0.941,0.0,0.059,0.0,1.0,0.0,1.0,0.0
2024-07-04,19,0.79,0.0,0.0,0.21,1.0,0.0,0.0,1.0
2024-07-04,20,0.0,0.0,0.079,0.921,0.0,0.0,2.0,4.0
2024-07-04,21,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0
2024-07-04,22,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0
2024-07-04,23,0.0,0.0,0.039,0.961,1.0,0.0,1.0,2.0
2024-07-05,0,0.039,0.0,0.59,0.37,1.0,0.0,2.0,2.0
2024-07-05,1,0.433,0.0,0.151,0.416,1.0,0.0,1.0,1.0
2024-07-05,2,0.0,0.0,0.203,0.797,0.0,0.0,1.0,1.0
2024-07-05,3,0.393,0.0,0.577,0.03,2.0,0.0,2.0,1.0
2024-07-05,4,0.0,0.0,0.21,0.79,0.0,0.0,1.0,1.0
2024-07-05,5,0.157,0.0,0.61,0.233,1.0,0.0,2.0,1.0
2024-07-05,6,0.0,0.0,0.649,0.351,0.0,0.0,1.0,1.0
2024-07-05,7,0.682,0.0,0.079,0.239,1.0,0.0,1.0,1.0
2024-07-05,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-05,9,0.639,0.0,0.361,0.0,1.0,0.0,1.0,0.0
2024-07-05,10,0.22,0.0,0.348,0.433,1.0,0.0,1.0,1.0
2024-07-05,11,0.646,0.0,0.157,0.197,1.0,0.0,1.0,1.0
2024-07-05,12,0.607,0.0,0.0,0.393,1.0,0.0,0.0,1.0
2024-07-05,13,0.849,0.079,0.072,0.0,1.0,1.0,1.0,0.0
2024-07-05,14,0.0,0.0,0.37,0.63,0.0,0.0,3.0,2.0
2024-07-05,15,0.0,0.0,0.292,0.708,0.0,0.0,2.0,1.0
2024-07-05,16,0.908,0.0,0.092,0.0,1.0,0.0,1.0,0.0
2024-07-05,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-05,18,0.803,0.0,0.197,0.0,2.0,0.0,1.0,0.0
2024-07-05,19,0.725,0.039,0.236,0.0,3.0,1.0,1.0,0.0
2024-07-05,20,0.262,0.0,0.738,0.0,2.0,0.0,2.0,0.0
2024-07-05,21,0.046,0.0,0.443,0.511,1.0,0.0,1.0,1.0
2024-07-05,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-05,23,0.646,0.0,0.197,0.157,3.0,0.0,2.0,1.0
2024-07-07,0,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0
2024-07-07,1,0.0,0.0,0.298,0.702,0.0,0.0,1.0,1.0
2024-07-07,2,0.0,0.0,0.826,0.174,0.0,0.0,1.0,2.0
2024-07-07,3,0.0,0.0,0.341,0.659,0.0,0.0,2.0,2.0
