Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-07-02,0,0.0,0.0,0.961,0.039,0.0,0.0,1.0,1.0
2024-07-02,1,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0
2024-07-02,2,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0
2024-07-02,3,0.0,0.0,0.738,0.262,0.0,0.0,1.0,1.0
2024-07-02,4,0.157,0.0,0.554,0.289,1.0,0.0,2.0,1.0
2024-07-02,5,0.0,0.0,0.744,0.256,0.0,0.0,2.0,2.0
2024-07-02,6,0.036,0.0,0.63,0.334,1.0,0.0,1.0,1.0
2024-07-02,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,8,0.262,0.079,0.354,0.305,2.0,1.0,1.0,1.0
2024-07-02,9,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0
2024-07-02,10,0.613,0.0,0.0,0.387,1.0,0.0,0.0,1.0
2024-07-02,11,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0
2024-07-02,12,0.079,0.0,0.079,0.843,1.0,0.0,1.0,1.0
2024-07-02,13,0.82,0.039,0.039,0.102,4.0,1.0,1.0,2.0
2024-07-02,14,0.085,0.0,0.875,0.039,2.0,0.0,2.0,1.0
2024-07-02,15,0.38,0.0,0.62,0.0,1.0,0.0,1.0,0.0
2024-07-02,16,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2024-07-02,17,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0
2024-07-02,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,19,0.239,0.039,0.407,0.315,1.0,1.0,2.0,1.0
2024-07-02,20,0.0,0.0,0.774,0.226,0.0,0.0,1.0,1.0
2024-07-02,21,0.0,0.0,0.675,0.325,0.0,0.0,1.0,1.0
2024-07-02,22,0.236,0.0,0.331,0.433,1.0,0.0,3.0,1.0
2024-07-02,23,0.079,0.0,0.331,0.59,1.0,0.0,3.0,1.0
2024-07-04,0,0.0,0.0,0.37,0.63,0.0,0.0,2.0,1.0
2024-07-04,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-04,2,0.0,0.0,0.292,0.708,0.0,0.0,2.0,1.0
2024-07-04,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-04,4,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0
2024-07-04,5,0.197,0.0,0.725,0.079,1.0,0.0,3.0,1.0
2024-07-04,6,0.0,0.0,0.925,0.075,0.0,0.0,1.0,1.0
2024-07-04,7,0.839,0.0,0.118,0.043,1.0,0.0,1.0,1.0
2024-07-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,9,0.482,0.0,0.518,0.0,2.0,0.0,2.0,0.0
2024-07-04,10,0.377,0.0,0.308,0.315,1.0,0.0,1.0,1.0
2024-07-04,11,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-04,12,0.669,0.0,0.331,0.0,2.0,0.0,2.0,0.0
2024-07-04,13,0.197,0.275,0.449,0.079,2.0,1.0,4.0,1.0
2024-07-04,14,0.0,0.0,0.321,0.679,0.0,0.0,1.0,1.0
2024-07-04,15,0.302,0.0,0.669,0.03,1.0,0.0,1.0,1.0
2024-07-04,16,0.725,0.0,0.236,0.039,3.0,0.0,2.0,1.0
2024-07-04,17,0.646,0.039,0.157,0.157,3.0,1.0,1.0,1.0
2024-07-04,18,0.689,0.0,0.157,0.154,1.0,0.0,1.0,1.0
2024-07-04,19,0.039,0.0,0.446,0.515,1.0,0.0,1.0,1.0
2024-07-04,20,0.0,0.0,0.498,0.502,0.0,0.0,1.0,1.0
2024-07-04,21,0.0,0.0,0.911,0.089,0.0,0.0,1.0,1.0
2024-07-04,22,0.0,0.0,0.213,0.787,0.0,0.0,2.0,1.0
2024-07-04,23,0.157,0.0,0.843,0.0,1.0,0.0,2.0,0.0
2024-07-05,0,0.0,0.0,0.646,0.354,0.0,0.0,1.0,1.0
2024-07-05,1,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0
2024-07-05,2,0.039,0.0,0.793,0.167,1.0,0.0,2.0,1.0
2024-07-05,3,0.0,0.0,0.616,0.384,0.0,0.0,1.0,1.0
2024-07-05,4,0.0,0.0,0.839,0.161,0.0,0.0,1.0,1.0
2024-07-05,5,0.118,0.0,0.649,0.233,1.0,0.0,2.0,1.0
2024-07-05,6,0.0,0.0,0.803,0.197,0.0,0.0,2.0,1.0
2024-07-05,7,0.918,0.0,0.082,0.0,1.0,0.0,1.0,0.0
2024-07-05,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-05,9,0.049,0.0,0.203,0.748,1.0,0.0,1.0,1.0
2024-07-05,10,0.0,0.0,0.78,0.22,0.0,0.0,1.0,1.0
2024-07-05,11,0.079,0.0,0.669,0.252,1.0,0.0,1.0,1.0
2024-07-05,12,0.37,0.0,0.157,0.472,1.0,0.0,1.0,1.0
2024-07-05,13,0.77,0.039,0.19,0.0,2.0,1.0,1.0,0.0
2024-07-05,14,0.197,0.0,0.4,0.403,1.0,0.0,2.0,1.0
2024-07-05,15,0.105,0.0,0.866,0.03,2.0,0.0,2.0,1.0
2024-07-05,16,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-05,17,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0
2024-07-05,18,0.843,0.0,0.157,0.0,3.0,0.0,2.0,0.0
2024-07-05,19,0.567,0.0,0.393,0.039,2.0,0.0,1.0,1.0
2024-07-05,20,0.459,0.0,0.393,0.148,1.0,0.0,1.0,1.0
2024-07-05,21,0.0,0.0,0.439,0.561,0.0,0.0,1.0,1.0
2024-07-05,22,0.157,0.0,0.41,0.433,1.0,0.0,3.0,1.0
2024-07-05,23,0.708,0.0,0.056,0.236,1.0,0.0,1.0,2.0
2024-07-07,0,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0
2024-07-07,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-07,2,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0
2024-07-07,3,0.0,0.0,0.974,0.026,0.0,0.0,1.0,1.0
2024-07-07,4,0.0,0.0,0.593,0.407,0.0,0.0,1.0,1.0
2024-07-07,5,0.157,0.0,0.489,0.354,1.0,0.0,3.0,1.0
2024-07-07,6,0.0,0.0,0.646,0.354,0.0,0.0,2.0,1.0
2024-07-07,7,0.603,0.0,0.397,0.0,1.0,0.0,1.0,0.0
2024-07-07,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-07,9,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-07,10,0.151,0.0,0.236,0.613,1.0,0.0,1.0,1.0
2024-07-07,11,0.0,0.0,0.433,0.567,0.0,0.0,1.0,1.0
2024-07-07,12,0.748,0.0,0.252,0.0,1.0,0.0,2.0,0.0
2024-07-07,13,0.197,0.0,0.292,0.511,1.0,0.0,3.0,1.0
2024-07-07,14,0.0,0.0,0.597,0.403,0.0,0.0,1.0,1.0
2024-07-07,15,0.616,0.0,0.079,0.305,1.0,0.0,1.0,1.0
2024-07-07,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-07,17,0.921,0.0,0.0,0.079,2.0,0.0,0.0,1.0
2024-07-07,18,0.885,0.0,0.115,0.0,1.0,0.0,1.0,0.0
2024-07-07,19,0.0,0.0,0.397,0.603,0.0,0.0,2.0,2.0
2024-07-07,20,0.039,0.0,0.59,0.37,1.0,0.0,2.0,2.0
2024-07-07,21,0.0,0.0,0.636,0.364,0.0,0.0,1.0,1.0
2024-07-07,22,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0
2024-07-07,23,0.0,0.0,0.489,0.511,0.0,0.0,3.0,1.0
2024-07-08,0,0.095,0.0,0.63,0.275,1.0,0.0,1.0,1.0
2024-07-08,1,0.22,0.0,0.354,0.426,1.0,0.0,1.0,1.0
2024-07-08,2,0.0,0.0,0.875,0.125,0.0,0.0,1.0,1.0
2024-07-08,3,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0
2024-07-08,4,0.079,0.0,0.921,0.0,1.0,0.0,2.0,0.0
2024-07-08,5,0.0,0.0,0.548,0.452,0.0,0.0,1.0,1.0
2024-07-08,6,0.0,0.0,0.862,0.138,0.0,0.0,1.0,1.0
