Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-07-02,0,0.079,0.0,0.511,0.41,1.0,0.0,2.0,1.0
2024-07-02,1,0.0,0.0,0.426,0.574,0.0,0.0,1.0,1.0
2024-07-02,2,0.0,0.0,0.489,0.511,0.0,0.0,2.0,1.0
2024-07-02,3,0.0,0.0,0.934,0.066,0.0,0.0,1.0,1.0
2024-07-02,4,0.043,0.0,0.748,0.21,1.0,0.0,2.0,2.0
2024-07-02,5,0.233,0.0,0.59,0.177,2.0,0.0,2.0,1.0
2024-07-02,6,0.0,0.0,0.784,0.216,0.0,0.0,1.0,1.0
2024-07-02,7,0.839,0.079,0.082,0.0,1.0,1.0,1.0,0.0
2024-07-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,9,0.167,0.0,0.511,0.321,1.0,0.0,1.0,1.0
2024-07-02,10,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0
2024-07-02,11,0.708,0.0,0.118,0.174,1.0,0.0,1.0,1.0
2024-07-02,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,13,0.141,0.039,0.466,0.354,2.0,1.0,3.0,1.0
2024-07-02,14,0.118,0.0,0.597,0.285,1.0,0.0,2.0,1.0
2024-07-02,15,0.144,0.118,0.708,0.03,1.0,1.0,1.0,1.0
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,17,0.98,0.02,0.0,0.0,1.0,1.0,0.0,0.0
2024-07-02,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-02,19,0.0,0.554,0.446,0.0,0.0,1.0,1.0,0.0
2024-07-02,20,0.0,0.0,0.292,0.708,0.0,0.0,2.0,1.0
2024-07-02,21,0.0,0.0,0.915,0.085,0.0,0.0,1.0,1.0
2024-07-02,22,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0
2024-07-02,23,0.0,0.0,0.472,0.528,0.0,0.0,1.0,1.0
2024-07-03,0,0.489,0.0,0.157,0.354,1.0,0.0,1.0,1.0
2024-07-03,1,0.22,0.0,0.23,0.551,1.0,0.0,2.0,1.0
2024-07-03,2,0.0,0.0,0.793,0.207,0.0,0.0,1.0,1.0
2024-07-03,3,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0
2024-07-03,4,0.118,0.0,0.357,0.525,1.0,0.0,2.0,1.0
2024-07-03,5,0.118,0.0,0.666,0.216,1.0,0.0,2.0,2.0
2024-07-03,6,0.0,0.0,0.666,0.334,0.0,0.0,1.0,1.0
2024-07-03,7,0.249,0.079,0.672,0.0,1.0,1.0,1.0,0.0
2024-07-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-03,9,0.252,0.0,0.393,0.354,2.0,0.0,2.0,1.0
2024-07-03,10,0.544,0.0,0.315,0.141,1.0,0.0,1.0,1.0
2024-07-03,11,0.669,0.0,0.0,0.331,1.0,0.0,0.0,1.0
2024-07-03,12,0.472,0.0,0.354,0.174,1.0,0.0,1.0,1.0
2024-07-03,13,0.0,0.0,0.859,0.141,0.0,0.0,1.0,1.0
2024-07-03,14,0.393,0.0,0.528,0.079,1.0,0.0,3.0,1.0
2024-07-03,15,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0
2024-07-03,16,0.59,0.357,0.052,0.0,1.0,2.0,1.0,0.0
2024-07-03,17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-03,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-03,19,0.0,0.436,0.354,0.21,0.0,3.0,3.0,1.0
2024-07-03,20,0.384,0.0,0.236,0.38,1.0,0.0,1.0,1.0
2024-07-03,21,0.6,0.0,0.275,0.125,1.0,0.0,1.0,1.0
2024-07-03,22,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0
2024-07-03,23,0.472,0.0,0.236,0.292,1.0,0.0,1.0,2.0
2024-07-04,0,0.236,0.0,0.197,0.567,1.0,0.0,1.0,1.0
2024-07-04,1,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0
2024-07-04,2,0.0,0.0,0.482,0.518,0.0,0.0,1.0,1.0
2024-07-04,3,0.0,0.0,0.423,0.577,0.0,0.0,1.0,1.0
2024-07-04,4,0.0,0.0,0.948,0.052,0.0,0.0,1.0,1.0
2024-07-04,5,0.197,0.0,0.803,0.0,1.0,0.0,2.0,0.0
2024-07-04,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-04,7,0.564,0.157,0.279,0.0,1.0,1.0,1.0,0.0
2024-07-04,8,0.852,0.079,0.069,0.0,1.0,1.0,1.0,0.0
2024-07-04,9,0.0,0.393,0.521,0.085,0.0,1.0,2.0,1.0
2024-07-04,10,0.613,0.0,0.0,0.387,1.0,0.0,0.0,1.0
2024-07-04,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,12,0.354,0.646,0.0,0.0,1.0,1.0,0.0,0.0
2024-07-04,13,0.0,0.692,0.308,0.0,0.0,2.0,2.0,0.0
2024-07-04,14,0.157,0.039,0.4,0.403,1.0,1.0,2.0,1.0
2024-07-04,15,0.066,0.079,0.472,0.384,1.0,1.0,1.0,2.0
2024-07-04,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-04,17,0.292,0.039,0.472,0.197,3.0,1.0,1.0,1.0
2024-07-04,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
