Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-07-02,0,0.275,0.0,0.59,0.134,4.0,0.0,5.0,2.0
2024-07-02,1,0.826,0.0,0.033,0.141,1.0,0.0,1.0,1.0
2024-07-02,2,0.207,0.236,0.085,0.472,3.0,2.0,2.0,3.0
2024-07-02,3,0.03,0.0,0.262,0.708,1.0,0.0,1.0,1.0
2024-07-02,4,0.0,0.0,0.367,0.633,0.0,0.0,4.0,4.0
2024-07-02,5,0.039,0.0,0.0,0.961,1.0,0.0,0.0,2.0
2024-07-02,6,0.233,0.0,0.157,0.61,2.0,0.0,1.0,3.0
2024-07-02,7,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-02,8,0.459,0.0,0.069,0.472,1.0,0.0,2.0,1.0
2024-07-02,9,0.0,0.0,0.679,0.321,0.0,0.0,1.0,1.0
2024-07-02,10,0.062,0.0,0.708,0.23,1.0,0.0,1.0,2.0
2024-07-02,11,0.567,0.0,0.0,0.433,1.0,0.0,0.0,1.0
2024-07-02,12,0.0,0.0,0.016,0.984,0.0,0.0,1.0,1.0
2024-07-02,13,0.426,0.118,0.416,0.039,4.0,2.0,3.0,1.0
2024-07-02,14,0.636,0.039,0.167,0.157,4.0,1.0,3.0,1.0
2024-07-02,15,0.223,0.079,0.462,0.236,1.0,1.0,1.0,1.0
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,17,0.98,0.02,0.0,0.0,1.0,1.0,0.0,0.0
2024-07-02,18,0.941,0.059,0.0,0.0,1.0,1.0,0.0,0.0
2024-07-02,19,0.593,0.0,0.118,0.289,2.0,0.0,2.0,1.0
2024-07-02,20,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0
2024-07-02,21,0.203,0.0,0.275,0.521,1.0,0.0,1.0,1.0
2024-07-02,22,0.938,0.039,0.0,0.023,2.0,1.0,0.0,1.0
2024-07-02,23,0.275,0.0,0.039,0.685,1.0,0.0,1.0,2.0
2024-07-03,0,0.315,0.039,0.039,0.607,5.0,1.0,1.0,5.0
2024-07-03,1,0.275,0.079,0.079,0.567,3.0,1.0,1.0,5.0
2024-07-03,2,0.039,0.0,0.315,0.646,1.0,0.0,1.0,2.0
2024-07-03,3,0.0,0.0,0.184,0.816,0.0,0.0,1.0,1.0
2024-07-03,4,0.0,0.0,0.331,0.669,0.0,0.0,3.0,2.0
2024-07-03,5,0.0,0.0,0.115,0.885,0.0,0.0,1.0,1.0
2024-07-03,6,0.118,0.0,0.59,0.292,1.0,0.0,1.0,2.0
2024-07-03,7,0.367,0.079,0.315,0.239,2.0,1.0,2.0,2.0
