Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad
2024-01-01,0,0.0,0.0,0.882,0.118,0.0,0.0,1.0,1.0,-0.4956480491735402
2024-01-01,1,0.0,0.0,0.102,0.898,0.0,0.0,2.0,2.0,0.045362237724736056
2024-01-01,2,0.0,0.0,0.482,0.518,0.0,0.0,1.0,1.0,-0.21820687640519337
2024-01-01,3,0.0,0.0,0.58,0.42,0.0,0.0,1.0,1.0,-0.28617996373343835
2024-01-01,4,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.34791062467439554
2024-01-01,5,0.079,0.079,0.689,0.154,2.0,1.0,2.0,1.0,-0.3370622404365161
2024-01-01,6,0.036,0.0,0.767,0.197,1.0,0.0,1.0,1.0,-0.4084361316078607
2024-01-01,7,0.908,0.092,0.0,0.0,2.0,2.0,0.0,0.0,0.3135747065159532
2024-01-01,8,0.974,0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.3203269824713939
2024-01-01,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32298696996899173
2024-01-01,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32298696996899173
2024-01-01,11,0.213,0.0,0.787,0.0,1.0,0.0,1.0,0.0,-0.3856909199719441
2024-01-01,12,0.174,0.0,0.275,0.551,1.0,0.0,2.0,1.0,-0.03863443092280501
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32298696996899173
2024-01-01,14,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0,0.3149047002647521
2024-01-01,15,0.03,0.0,0.354,0.616,1.0,0.0,2.0,2.0,-0.1232193841236726
2024-01-01,16,0.315,0.082,0.079,0.525,3.0,3.0,1.0,2.0,0.1351722851328847
2024-01-01,17,0.964,0.036,0.0,0.0,1.0,1.0,0.0,0.0,0.3193039103569332
2024-01-01,18,0.728,0.079,0.118,0.075,1.0,1.0,1.0,1.0,0.19313224829274261
2024-01-01,19,0.0,0.0,0.131,0.869,0.0,0.0,1.0,1.0,0.025247752699030887
2024-01-01,20,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5774931951402025
2024-01-01,21,0.046,0.0,0.521,0.433,1.0,0.0,2.0,2.0,-0.2357410380234442
2024-01-01,22,0.78,0.0,0.0,0.22,1.0,0.0,0.0,1.0,0.27747397866755974
2024-01-01,23,0.236,0.0,0.039,0.725,1.0,0.0,1.0,1.0,0.13788224946819588
2024-01-02,0,0.354,0.0,0.315,0.331,1.0,0.0,3.0,3.0,-0.029140646225740786
2024-01-02,1,0.0,0.0,0.426,0.574,0.0,0.0,3.0,3.0,-0.17936511221762486
2024-01-02,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5774931951402025
2024-01-02,3,0.0,0.0,0.502,0.498,0.0,0.0,1.0,1.0,-0.2320789350436107
2024-01-02,4,0.0,0.0,0.751,0.249,0.0,0.0,1.0,1.0,-0.4047860650919066
2024-01-02,5,0.197,0.039,0.331,0.433,2.0,1.0,2.0,1.0,-0.06863978789909406
2024-01-02,6,0.0,0.0,0.764,0.236,0.0,0.0,2.0,1.0,-0.41380290320687785
2024-01-02,7,0.8,0.0,0.043,0.157,1.0,0.0,1.0,1.0,0.25178659725872904
2024-01-02,8,0.882,0.118,0.0,0.0,3.0,2.0,0.0,0.0,0.31091471901835527
2024-01-02,9,0.836,0.0,0.157,0.007,2.0,0.0,2.0,1.0,0.18016344341452994
2024-01-02,10,0.0,0.0,0.22,0.78,0.0,0.0,2.0,2.0,-0.036482908241926265
