Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad
2024-01-01,0,0.197,0.0,0.275,0.528,1.0,0.0,1.0,1.0,-0.014615695469943749
2024-01-01,1,0.0,0.0,0.82,0.18,0.0,0.0,2.0,2.0,-0.45681481589785294
2024-01-01,2,0.0,0.0,0.282,0.718,0.0,0.0,1.0,1.0,-0.06340043162036227
2024-01-01,3,0.0,0.0,0.852,0.148,0.0,0.0,1.0,1.0,-0.4802149279738375
2024-01-01,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-01,5,0.118,0.0,0.882,0.0,1.0,0.0,2.0,0.0,-0.4759972869903115
2024-01-01,6,0.236,0.0,0.489,0.275,1.0,0.0,3.0,2.0,-0.1624594145023643
2024-01-01,7,0.997,0.0,0.003,0.0,1.0,0.0,1.0,0.0,0.3616089592421055
2024-01-01,8,0.921,0.079,0.0,0.0,3.0,2.0,0.0,0.0,0.33389841369637174
2024-01-01,9,0.954,0.0,0.046,0.0,1.0,0.0,1.0,0.0,0.32063390965394406
2024-01-01,10,0.338,0.0,0.19,0.472,1.0,0.0,1.0,1.0,0.07879415472105458
2024-01-01,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-01,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-01,13,0.377,0.0,0.039,0.584,1.0,0.0,1.0,1.0,0.19785796405533307
2024-01-01,14,0.285,0.0,0.236,0.479,2.0,0.0,1.0,1.0,0.03340879834994229
2024-01-01,15,0.148,0.0,0.551,0.302,2.0,0.0,2.0,2.0,-0.22715992582081507
2024-01-01,16,0.397,0.0,0.079,0.525,1.0,0.0,1.0,2.0,0.1731837295680561
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-01,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-01,19,0.082,0.0,0.275,0.643,1.0,0.0,1.0,2.0,-0.04010597764195717
2024-01-01,20,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.3463955370393008
2024-01-01,21,0.0,0.0,0.282,0.718,0.0,0.0,1.0,1.0,-0.06340043162036227
2024-01-01,22,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0,-0.24328879320449373
2024-01-01,23,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-02,0,0.0,0.0,0.567,0.433,0.0,0.0,3.0,2.0,-0.27180767979709985
2024-01-02,1,0.0,0.0,0.607,0.393,0.0,0.0,2.0,1.0,-0.30105781989208064
2024-01-02,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-02,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-02,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-02,5,0.157,0.039,0.803,0.0,2.0,1.0,2.0,0.0,-0.41617317098312656
2024-01-02,6,0.0,0.0,0.921,0.079,0.0,0.0,2.0,1.0,-0.5306714196376794
2024-01-02,7,0.8,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.17388605764052856
2024-01-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-02,9,0.567,0.0,0.275,0.157,2.0,0.0,1.0,1.0,0.06725370367961538
2024-01-02,10,0.898,0.0,0.0,0.102,1.0,0.0,0.0,1.0,0.3418589116185392
2024-01-02,11,0.472,0.0,0.039,0.489,1.0,0.0,1.0,2.0,0.21891515367569198
2024-01-02,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-02,13,0.692,0.118,0.19,0.0,2.0,1.0,2.0,0.0,0.1377547104286902
2024-01-02,14,0.039,0.0,0.479,0.482,1.0,0.0,2.0,2.0,-0.19881284111241604
2024-01-02,15,0.852,0.0,0.0,0.148,1.0,0.0,0.0,1.0,0.33166279874973387
2024-01-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-02,17,0.921,0.079,0.0,0.0,3.0,2.0,0.0,0.0,0.33389841369637174
2024-01-02,18,0.767,0.079,0.079,0.075,2.0,1.0,1.0,1.0,0.2419945743610451
2024-01-02,19,0.092,0.0,0.0,0.908,1.0,0.0,0.0,1.0,0.16320528178686255
2024-01-02,20,0.38,0.118,0.384,0.118,1.0,2.0,3.0,1.0,-0.07326471283777664
2024-01-02,21,0.0,0.039,0.685,0.275,0.0,1.0,4.0,2.0,-0.3646850342334213
2024-01-02,22,0.0,0.0,0.387,0.613,0.0,0.0,1.0,1.0,-0.1401820493696867
2024-01-02,23,0.0,0.0,0.59,0.41,0.0,0.0,3.0,2.0,-0.2886265103517138
2024-01-03,0,0.37,0.0,0.354,0.275,1.0,0.0,2.0,1.0,-0.03418128464176842
2024-01-03,1,0.298,0.0,0.551,0.151,2.0,0.0,3.0,2.0,-0.19405454473945552
2024-01-03,2,0.0,0.0,0.639,0.361,0.0,0.0,1.0,1.0,-0.32445793196806527
2024-01-03,3,0.0,0.0,0.541,0.459,0.0,0.0,2.0,2.0,-0.2527950887353625
2024-01-03,4,0.0,0.0,0.869,0.131,0.0,0.0,1.0,1.0,-0.4926462375142044
2024-01-03,5,0.118,0.039,0.646,0.197,2.0,1.0,3.0,1.0,-0.30986808853000425
2024-01-03,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5884404463252663
2024-01-03,7,0.446,0.0,0.554,0.0,2.0,0.0,2.0,0.0,-0.16344342036433568
2024-01-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-03,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-03,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-03,11,0.646,0.0,0.079,0.275,1.0,0.0,2.0,1.0,0.22823291878010551
2024-01-03,12,0.551,0.41,0.039,0.0,1.0,1.0,1.0,0.0,0.1686536251256921
2024-01-03,13,0.0,0.574,0.118,0.308,0.0,1.0,1.0,1.0,-0.03835599901159062
2024-01-03,14,0.0,0.0,0.315,0.685,0.0,0.0,1.0,2.0,-0.08753179719872138
2024-01-03,15,0.774,0.0,0.0,0.226,1.0,0.0,0.0,1.0,0.31437373779828126
2024-01-03,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-03,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-03,18,0.61,0.0,0.075,0.315,1.0,0.0,1.0,1.0,0.22317836619662548
2024-01-03,19,0.0,0.0,0.121,0.879,0.0,0.0,2.0,2.0,0.054331382261935124
2024-01-03,20,0.0,0.0,0.079,0.921,0.0,0.0,2.0,3.0,0.08504402936166489
2024-01-03,21,0.0,0.0,0.833,0.167,0.0,0.0,1.0,1.0,-0.46632111142872174
2024-01-03,22,0.0,0.0,0.056,0.944,0.0,0.0,2.0,1.0,0.10186285991627879
2024-01-03,23,0.826,0.0,0.016,0.157,1.0,0.0,2.0,1.0,0.31405690933854147
2024-01-04,0,0.354,0.0,0.079,0.567,1.0,0.0,2.0,2.0,0.16350976752594965
2024-01-04,1,0.0,0.0,0.118,0.882,0.0,0.0,2.0,3.0,0.05652514276905869
2024-01-04,2,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.3463955370393008
2024-01-04,3,0.0,0.0,0.38,0.62,0.0,0.0,1.0,1.0,-0.13506327485306505
2024-01-04,4,0.0,0.0,0.249,0.751,0.0,0.0,1.0,1.0,-0.03926906604200317
2024-01-04,5,0.157,0.0,0.492,0.351,1.0,0.0,3.0,2.0,-0.18216389058852317
2024-01-04,6,0.0,0.0,0.57,0.43,0.0,0.0,1.0,1.0,-0.27400144030422346
2024-01-04,7,0.603,0.0,0.079,0.318,1.0,0.0,1.0,1.0,0.21870176979404832
2024-01-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36446768363197724
2024-01-04,9,0.246,0.0,0.315,0.439,1.0,0.0,1.0,1.0,-0.03300475881337092
