Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad
2024-01-01,0,0.41,0.0,0.236,0.354,1.0,0.0,1.0,1.0,-0.045042887930158385
2024-01-01,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,2,0.125,0.039,0.285,0.551,1.0,1.0,1.0,1.0,-0.18870407160444022
2024-01-01,3,0.0,0.0,0.607,0.393,0.0,0.0,2.0,1.0,-0.21820754489932098
2024-01-01,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.26216593609508493
2024-01-01,5,0.157,0.0,0.843,0.0,2.0,0.0,3.0,0.0,-0.04671355254274756
2024-01-01,6,0.154,0.0,0.413,0.433,1.0,0.0,2.0,1.0,-0.16836946647632967
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,10,0.977,0.0,0.0,0.023,1.0,0.0,0.0,1.0,0.2715157771501842
2024-01-01,11,0.197,0.0,0.197,0.607,1.0,0.0,1.0,1.0,-0.1998650150974752
2024-01-01,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,14,0.439,0.079,0.01,0.472,3.0,1.0,1.0,1.0,-0.017825373880405795
2024-01-01,15,0.039,0.0,0.266,0.695,1.0,0.0,3.0,3.0,-0.28678963959867676
2024-01-01,16,0.357,0.157,0.275,0.21,1.0,1.0,1.0,1.0,0.07066536428060768
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-01,18,0.689,0.0,0.118,0.193,1.0,0.0,1.0,1.0,0.11020296814804313
2024-01-01,19,0.0,0.0,0.407,0.593,0.0,0.0,1.0,1.0,-0.27385107805851583
2024-01-01,20,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0,-0.2949956206590099
2024-01-01,21,0.0,0.0,0.252,0.748,0.0,0.0,2.0,1.0,-0.31697481625689183
2024-01-01,22,0.0,0.0,0.505,0.495,0.0,0.0,1.0,1.0,-0.24658574681051035
2024-01-01,23,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0,-0.2777461253796595
2024-01-02,0,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0,-0.1901075606539276
2024-01-02,1,0.033,0.0,0.669,0.298,1.0,0.0,1.0,1.0,-0.1787125555655255
2024-01-02,2,0.046,0.0,0.246,0.708,1.0,0.0,2.0,1.0,-0.2876352517515321
2024-01-02,3,0.0,0.0,0.37,0.63,0.0,0.0,2.0,1.0,-0.28414513169296685
2024-01-02,4,0.0,0.0,0.564,0.436,0.0,0.0,1.0,1.0,-0.23017090452854788
2024-01-02,5,0.157,0.039,0.649,0.154,2.0,1.0,2.0,1.0,-0.06547436741266077
2024-01-02,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10886800224150311
2024-01-02,7,0.918,0.039,0.043,0.0,2.0,1.0,1.0,0.0,0.2785332164600534
2024-01-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-02,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-02,10,0.607,0.0,0.039,0.354,3.0,0.0,1.0,1.0,0.03294709035426735
2024-01-02,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-02,12,0.079,0.0,0.213,0.708,1.0,0.0,1.0,1.0,-0.2745709406683542
2024-01-02,13,0.472,0.197,0.18,0.151,2.0,2.0,2.0,2.0,0.15708908597277185
2024-01-02,14,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.23378773418389556
2024-01-02,15,0.892,0.079,0.0,0.03,2.0,1.0,0.0,1.0,0.2843753276318884
2024-01-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-02,18,0.61,0.0,0.039,0.351,1.0,0.0,1.0,1.0,0.03496940799558054
2024-01-02,19,0.289,0.0,0.236,0.475,1.0,0.0,1.0,1.0,-0.12660969946312364
2024-01-02,20,0.026,0.0,0.266,0.708,1.0,0.0,2.0,1.0,-0.29555301604436723
2024-01-02,21,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0,-0.24018674049720296
2024-01-02,22,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0,-0.2949956206590099
2024-01-02,23,0.669,0.0,0.213,0.118,1.0,0.0,1.0,2.0,0.1231515287899061
2024-01-03,0,0.275,0.0,0.174,0.551,2.0,0.0,2.0,1.0,-0.15329667706860228
2024-01-03,1,0.0,0.0,0.41,0.59,0.0,0.0,2.0,1.0,-0.2730164250611279
2024-01-03,2,0.039,0.0,0.725,0.236,1.0,0.0,2.0,1.0,-0.15908773099832457
2024-01-03,3,0.0,0.0,0.41,0.59,0.0,0.0,2.0,1.0,-0.2730164250611279
2024-01-03,4,0.0,0.0,0.643,0.357,0.0,0.0,1.0,1.0,-0.2081917089306659
2024-01-03,5,0.118,0.079,0.492,0.311,3.0,1.0,3.0,4.0,-0.10011244658725732
2024-01-03,6,0.0,0.0,0.649,0.351,0.0,0.0,1.0,1.0,-0.20652240293589008
2024-01-03,7,0.485,0.039,0.275,0.2,1.0,1.0,2.0,3.0,0.05157895436322008
2024-01-03,8,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0,0.30431148383262
2024-01-03,9,0.961,0.0,0.039,0.0,2.0,0.0,1.0,0.0,0.27158057202922353
2024-01-03,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-03,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-03,12,0.567,0.118,0.079,0.236,4.0,1.0,1.0,1.0,0.1224835243820141
2024-01-03,13,0.377,0.039,0.157,0.426,3.0,1.0,1.0,3.0,-0.05405416528797964
2024-01-03,14,0.039,0.0,0.039,0.921,1.0,0.0,1.0,2.0,-0.34955796406632544
2024-01-03,15,0.852,0.079,0.0,0.069,2.0,1.0,0.0,1.0,0.2577981780824167
2024-01-03,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-03,17,0.921,0.0,0.039,0.039,3.0,0.0,1.0,1.0,0.24500342247975185
2024-01-03,18,0.649,0.0,0.079,0.272,2.0,0.0,1.0,1.0,0.07238824396449095
2024-01-03,19,0.0,0.0,0.118,0.882,0.0,0.0,1.0,3.0,-0.3542559834735524
2024-01-03,20,0.0,0.0,0.344,0.656,0.0,0.0,2.0,2.0,-0.29137879100366226
2024-01-03,21,0.0,0.0,0.403,0.597,0.0,0.0,1.0,1.0,-0.2749639487216997
2024-01-03,22,0.0,0.0,0.456,0.544,0.0,0.0,1.0,1.0,-0.26021841243451316
2024-01-03,23,0.472,0.0,0.016,0.511,2.0,0.0,1.0,1.0,-0.06406912415009605
2024-01-04,0,0.905,0.039,0.0,0.056,2.0,1.0,0.0,1.0,0.257806480385136
2024-01-04,1,0.039,0.0,0.197,0.764,1.0,0.0,1.0,2.0,-0.30598665853859897
2024-01-04,2,0.0,0.0,0.364,0.636,0.0,0.0,1.0,1.0,-0.28581443768774273
2024-01-04,3,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.26216593609508493
2024-01-04,4,0.0,0.0,0.252,0.748,0.0,0.0,2.0,1.0,-0.31697481625689183
2024-01-04,5,0.079,0.079,0.567,0.275,2.0,1.0,2.0,2.0,-0.10553625098963071
2024-01-04,6,0.0,0.0,0.767,0.233,0.0,0.0,2.0,2.0,-0.17369271837196512
2024-01-04,7,0.721,0.079,0.039,0.161,1.0,1.0,1.0,1.0,0.18034079671111714
2024-01-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-04,9,0.6,0.0,0.203,0.197,2.0,0.0,2.0,1.0,0.073856046381743
2024-01-04,10,0.928,0.0,0.072,0.0,1.0,0.0,1.0,0.0,0.25851626094604563
2024-01-04,11,0.213,0.0,0.197,0.59,3.0,0.0,3.0,1.0,-0.18869223534243407
2024-01-04,12,0.63,0.0,0.118,0.252,2.0,0.0,2.0,2.0,0.07043072120221712
2024-01-04,13,0.275,0.0,0.236,0.489,2.0,0.0,2.0,4.0,-0.13604718178925185
2024-01-04,14,0.0,0.0,0.197,0.803,0.0,0.0,1.0,2.0,-0.33227678787567044
2024-01-04,15,0.616,0.039,0.0,0.344,2.0,1.0,0.0,1.0,0.06337696660666974
2024-01-04,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-04,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-04,18,0.531,0.0,0.079,0.39,1.0,0.0,1.0,2.0,-0.007156249927161101
2024-01-04,19,0.0,0.0,0.236,0.764,0.0,0.0,1.0,2.0,-0.32142629890962743
2024-01-04,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.38708566803747735
2024-01-04,21,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0,-0.2777461253796595
2024-01-04,22,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0,-0.2777461253796595
2024-01-04,23,0.0,0.0,0.315,0.685,1.0,0.0,1.0,2.0,-0.2994471033117455
2024-01-05,0,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.23378773418389556
2024-01-05,1,0.0,0.0,0.354,0.646,0.0,0.0,1.0,2.0,-0.2885966143457025
2024-01-05,2,0.0,0.0,0.354,0.646,0.0,0.0,1.0,2.0,-0.2885966143457025
2024-01-05,3,0.0,0.0,0.302,0.698,0.0,0.0,1.0,1.0,-0.3030639329670931
2024-01-05,4,0.0,0.0,0.603,0.397,0.0,0.0,1.0,1.0,-0.21932041556250487
2024-01-05,5,0.039,0.118,0.669,0.174,1.0,1.0,2.0,2.0,-0.06929595766948218
2024-01-05,6,0.0,0.0,0.469,0.531,0.0,0.0,3.0,3.0,-0.25660158277916545
2024-01-05,7,0.761,0.079,0.161,0.0,2.0,1.0,1.0,0.0,0.24086050148769772
2024-01-05,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-05,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-05,10,0.449,0.0,0.0,0.551,3.0,0.0,0.0,2.0,-0.0844121277209369
2024-01-05,11,0.764,0.0,0.039,0.197,1.0,0.0,1.0,1.0,0.13878171358299088
2024-01-05,12,0.213,0.0,0.511,0.275,2.0,0.0,1.0,2.0,-0.1009448026144607
2024-01-05,13,0.377,0.0,0.23,0.393,1.0,0.0,2.0,1.0,-0.06895768797937933
2024-01-05,14,0.049,0.0,0.125,0.826,1.0,0.0,1.0,1.0,-0.3192772716715318
2024-01-05,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-05,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-05,17,0.941,0.0,0.0,0.059,1.0,0.0,0.0,1.0,0.24724796545442596
2024-01-05,18,0.236,0.0,0.079,0.685,1.0,0.0,1.0,2.0,-0.2060174846562913
2024-01-05,19,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0,-0.26661741874782047
2024-01-05,20,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0,-0.26661741874782047
2024-01-05,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.38708566803747735
2024-01-05,22,0.0,0.0,0.613,0.387,0.0,0.0,1.0,1.0,-0.21653823890454515
2024-01-05,23,0.0,0.0,0.134,0.866,0.0,0.0,2.0,3.0,-0.34980450082081677
2024-01-06,0,0.134,0.0,0.59,0.275,1.0,0.0,1.0,2.0,-0.13221997157115936
2024-01-06,1,0.803,0.0,0.118,0.079,3.0,0.0,1.0,1.0,0.18705103851794427
2024-01-06,2,0.046,0.0,0.246,0.708,1.0,0.0,1.0,1.0,-0.2876352517515321
2024-01-06,3,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0,-0.24018674049720296
2024-01-06,4,0.0,0.0,0.328,0.672,0.0,0.0,1.0,1.0,-0.29583027365639786
2024-01-06,5,0.02,0.0,0.472,0.508,1.0,0.0,1.0,1.0,-0.24228481217302292
2024-01-06,6,0.334,0.039,0.626,0.0,4.0,1.0,4.0,0.0,0.047443367111509926
2024-01-06,7,0.446,0.039,0.475,0.039,2.0,1.0,1.0,1.0,0.08093235818534349
2024-01-06,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-06,9,0.803,0.0,0.079,0.118,2.0,0.0,1.0,1.0,0.1762005495519013
2024-01-06,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-06,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-06,12,0.511,0.118,0.157,0.213,5.0,2.0,2.0,1.0,0.10682165867762475
2024-01-06,13,0.275,0.157,0.079,0.489,3.0,2.0,1.0,2.0,-0.03952906607933451
2024-01-06,14,0.0,0.0,0.236,0.764,0.0,0.0,2.0,3.0,-0.32142629890962743
2024-01-06,15,0.892,0.079,0.0,0.03,2.0,1.0,0.0,1.0,0.2843753276318884
2024-01-06,16,0.646,0.0,0.039,0.315,2.0,0.0,1.0,1.0,0.0592372196913388
2024-01-06,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-06,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-06,19,0.003,0.0,0.092,0.905,1.0,0.0,1.0,1.0,-0.35946732514293456
2024-01-06,20,0.0,0.0,0.302,0.698,0.0,0.0,1.0,1.0,-0.3030639329670931
2024-01-06,21,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0,-0.2557669297817775
2024-01-06,22,0.81,0.0,0.079,0.111,1.0,0.0,1.0,1.0,0.1809192907149654
2024-01-06,23,0.292,0.0,0.0,0.708,1.0,0.0,0.0,2.0,-0.19024675094966037
2024-01-07,0,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0,-0.1901075606539276
2024-01-07,1,0.151,0.0,0.354,0.495,1.0,0.0,1.0,1.0,-0.18680662639960532
2024-01-07,2,0.518,0.0,0.0,0.482,1.0,0.0,0.0,1.0,-0.03789882197073355
2024-01-07,3,0.0,0.0,0.184,0.816,0.0,0.0,1.0,1.0,-0.33589361753101804
2024-01-07,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.26216593609508493
2024-01-07,5,0.02,0.0,0.469,0.511,1.0,0.0,2.0,1.0,-0.24311946517041086
2024-01-07,6,0.059,0.079,0.666,0.197,1.0,1.0,3.0,2.0,-0.09186190535262131
2024-01-07,7,0.643,0.039,0.318,0.0,2.0,1.0,1.0,0.0,0.16966395743357077
2024-01-07,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-07,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-07,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-07,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
2024-01-07,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252
