nombre_csv,threshold1,threshold2
4160,0.16884584238464617,0.2393271104557002
1,0.16299788506818258,0.22495450520557383
2,0.22649314177518162,0.30947796807415606
3,0.2434591595359047,0.33706346924980685
4,0.25446992827569354,0.36723695705478754
4003,0.15277489914247902,0.2091717665550965
4173,0.15999681858207895,0.2188317538335687
468,0.25213900241752885,0.3481798598368139
4151,0.2630146854200739,0.36402605965145013
479,0.19077694235099174,0.2605635850955983
