Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,distancia,nivel_estres
2024-07-02,0,0.275,0.0,0.59,0.134,4.0,0.0,5.0,2.0,-0.0371710424294394,0.1427071805718206,normal
2024-07-02,1,0.826,0.0,0.033,0.141,1.0,0.0,1.0,1.0,0.1789069721753542,0.10182957757081318,normal
2024-07-02,2,0.207,0.236,0.085,0.472,3.0,2.0,2.0,3.0,-0.0131533239673756,0.0958665302188945,normal
2024-07-02,3,0.03,0.0,0.262,0.708,1.0,0.0,1.0,1.0,-0.2939694631858002,0.14253363145448045,normal
2024-07-02,4,0.0,0.0,0.367,0.633,0.0,0.0,4.0,4.0,-0.2849797846903548,0.14012229398768603,normal
2024-07-02,5,0.039,0.0,0.0,0.961,1.0,0.0,0.0,2.0,-0.3607955387004058,0.12187989867406838,normal
2024-07-02,6,0.233,0.0,0.157,0.61,2.0,0.0,1.0,3.0,-0.1863388243655184,0.11756793762630216,normal
2024-07-02,7,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.2955564096896488,0.10503665239520185,normal
2024-07-02,8,0.459,0.0,0.069,0.472,1.0,0.0,2.0,1.0,-0.0584740499766373,0.15218129573931577,normal
2024-07-02,9,0.0,0.0,0.679,0.321,0.0,0.0,1.0,1.0,-0.1981758729620108,0.11591424650181696,normal
2024-07-02,10,0.062,0.0,0.708,0.23,1.0,0.0,1.0,2.0,-0.1483129960667883,0.11326575215680483,normal
2024-07-02,11,0.567,0.0,0.0,0.433,1.0,0.0,0.0,1.0,-0.0048676338292848,0.1856997859485044,alerta
2024-07-02,12,0.0,0.0,0.016,0.984,0.0,0.0,1.0,1.0,-0.3826341853847417,0.2533365627252014,peligro
2024-07-02,13,0.426,0.118,0.416,0.039,4.0,2.0,3.0,1.0,0.121581034281575,0.30527906789943454,peligro
2024-07-02,14,0.636,0.039,0.167,0.157,4.0,1.0,3.0,1.0,0.123321434403352,0.16920800588154536,alerta
2024-07-02,15,0.223,0.079,0.462,0.236,1.0,1.0,1.0,1.0,-0.0376778591151749,0.09141655781925495,normal
2024-07-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252,0.10185316488582853,normal
2024-07-02,17,0.98,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.2913977494717376,0.10515999980160003,normal
2024-07-02,18,0.941,0.059,0.0,0.0,1.0,1.0,0.0,0.0,0.2999339467611344,0.12154462849121823,normal
2024-07-02,19,0.593,0.0,0.118,0.289,2.0,0.0,2.0,1.0,0.0454888036260211,0.13074341970688977,normal
2024-07-02,20,0.0,0.0,0.393,0.607,0.0,0.0,1.0,2.0,-0.2777461253796595,0.2152212990112967,alerta
2024-07-02,21,0.203,0.0,0.275,0.521,1.0,0.0,1.0,1.0,-0.1733452305466879,0.1374854442004018,normal
2024-07-02,22,0.938,0.039,0.0,0.023,2.0,1.0,0.0,1.0,0.2800519744395811,0.12476767798514417,normal
2024-07-02,23,0.275,0.0,0.039,0.685,1.0,0.0,2.0,2.0,-0.1904689762830213,0.14622132346567204,normal
2024-07-03,0,0.315,0.039,0.039,0.607,5.0,1.0,1.0,5.0,-0.1290655001070813,0.06551777922622415,normal
2024-07-03,1,0.275,0.079,0.079,0.567,3.0,1.0,1.0,5.0,-0.1091817193322711,0.17782210181623195,alerta
2024-07-03,2,0.039,0.0,0.315,0.646,1.0,0.0,1.0,2.0,-0.273156973974674,0.14147967040060194,normal
2024-07-03,3,0.0,0.0,0.184,0.816,0.0,0.0,1.0,1.0,-0.335893617531018,0.11789622743684701,normal
2024-07-03,4,0.0,0.0,0.331,0.669,0.0,0.0,3.0,2.0,-0.2949956206590099,0.11072693203116298,normal
2024-07-03,5,0.0,0.0,0.115,0.885,0.0,0.0,1.0,1.0,-0.3550906364709403,0.110473237768672,normal
2024-07-03,6,0.118,0.0,0.59,0.292,1.0,0.0,1.0,2.0,-0.1433927513262004,0.1710589342063165,alerta
2024-07-03,7,0.367,0.079,0.315,0.239,2.0,1.0,2.0,2.0,0.0184953907958498,0.12864096735264016,normal
2024-07-03,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252,0.11995804594690111,normal
2024-07-03,9,0.41,0.0,0.197,0.393,2.0,0.0,2.0,1.0,-0.0558933768962014,0.09807572547278054,normal
2024-07-03,10,0.489,0.0,0.197,0.315,2.0,0.0,1.0,1.0,-0.0030260980096582,0.09474449231245534,normal
2024-07-03,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.287020212400252,0.23766600887747108,peligro
