Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,distancia,nivel_estres
2024-09-17,0,0.472,0.0,0.489,0.039,2.0,0.0,3.0,1.0,-0.1133726451544789,0.09347315266303242,Normal
2024-09-17,1,0.23,0.079,0.456,0.236,3.0,1.0,4.0,1.0,-0.1380927498437994,0.0586642875602423,Normal
2024-09-17,2,0.646,0.0,0.354,0.0,5.0,0.0,3.0,0.0,-0.0531918495544324,0.12027641061408806,Normal
2024-09-17,3,0.148,0.0,0.708,0.144,3.0,0.0,3.0,1.0,-0.2269940082782345,0.19938406732153616,Normal
2024-09-17,4,0.0,0.0,0.751,0.249,0.0,0.0,1.0,1.0,-0.2816441136441981,0.2791548935227902,Leve
2024-09-17,5,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0,-0.2905122803601708,0.41723179587878584,Alto
2024-09-17,6,0.666,0.0,0.334,0.0,4.0,0.0,4.0,0.0,-0.0464905702637742,0.3978171356074348,Alto
2024-09-17,7,0.082,0.0,0.761,0.157,2.0,0.0,5.0,2.0,-0.2497347851945133,0.4367283698305105,Alto
2024-09-17,8,0.079,0.58,0.341,0.0,2.0,1.0,2.0,0.0,0.2423363651553075,0.5600556446222972,Alto
2024-09-17,9,0.046,0.639,0.275,0.039,2.0,2.0,3.0,1.0,0.2790572652998613,0.38183279992982433,Alto
2024-09-17,10,0.646,0.236,0.118,0.0,3.0,2.0,1.0,0.0,0.1443602847448369,0.2496177570061778,Normal
2024-09-17,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0654207938902173,0.25577173774084216,Leve
2024-09-17,12,0.37,0.0,0.118,0.511,1.0,0.0,1.0,1.0,-0.1700283018549924,0.31605914403809515,Leve
2024-09-17,13,0.338,0.0,0.387,0.275,1.0,0.0,2.0,1.0,-0.1696456041462885,0.3303284135172171,Leve
2024-09-17,14,0.915,0.0,0.085,0.0,1.0,0.0,1.0,0.0,0.03694035690492,0.32985688756045195,Leve
2024-09-17,15,0.58,0.118,0.157,0.144,2.0,1.0,2.0,1.0,0.0167993347202595,0.29131867233236797,Leve
2024-09-17,16,0.436,0.0,0.236,0.328,3.0,0.0,2.0,1.0,-0.1393637532087294,0.2625507674241986,Leve
2024-09-17,17,0.193,0.807,0.0,0.0,1.0,1.0,0.0,0.0,0.4705520235778818,0.1596146618259531,Normal
2024-09-17,18,0.0,0.138,0.311,0.551,0.0,1.0,2.0,1.0,-0.1806817007861878,0.18325178440461135,Normal
2024-09-17,19,0.0,0.0,0.357,0.643,0.0,0.0,1.0,1.0,-0.3006335575903571,0.1344844663588292,Normal
2024-09-17,20,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0,-0.2969706191641945,0.063209380388377,Normal
2024-09-17,21,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.2855962314197947,0.061072874973407576,Normal
2024-09-17,22,0.0,0.0,0.495,0.505,0.0,0.0,1.0,1.0,-0.2939824325533776,0.07976043515168911,Normal
2024-09-17,23,0.0,0.0,0.41,0.59,0.0,0.0,3.0,1.0,-0.298079140003691,0.12211397052501213,Normal
2024-09-18,0,0.079,0.0,0.252,0.669,2.0,0.0,3.0,1.0,-0.2754166149064708,0.10184343176686625,Normal
2024-09-18,1,0.0,0.0,0.613,0.387,0.0,0.0,1.0,1.0,-0.2882952386811777,0.07954764068041137,Normal
2024-09-18,2,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0,-0.2912834252919946,0.07551119086572533,Normal
2024-09-18,3,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.2894037595206743,0.07200005201457543,Normal
2024-09-18,4,0.0,0.0,0.511,0.489,0.0,0.0,1.0,2.0,-0.2932112876215539,0.07092716901163937,Normal
2024-09-18,5,0.0,0.0,0.63,0.37,0.0,0.0,1.0,2.0,-0.287475897191115,0.07272662555891747,Normal
2024-09-18,6,0.236,0.0,0.351,0.413,2.0,0.0,3.0,1.0,-0.2104732535656247,0.09139069372426953,Normal
