Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,distancia,nivel_estres
2024-09-09,0,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0,-0.3818275878433927,0.19601160665595066,Normal
2024-09-09,1,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0,-0.2099197480898212,0.23951470522113213,Normal
2024-09-09,2,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0,-0.3818275878433927,0.14115932998362027,Normal
2024-09-09,3,0.0,0.0,0.734,0.266,0.0,0.0,1.0,1.0,-0.4007665871382777,0.11152910422720465,Normal
2024-09-09,4,0.039,0.0,0.489,0.472,1.0,0.0,3.0,1.0,-0.2176175555425048,0.19278174917582672,Normal
2024-09-09,5,0.0,0.0,0.469,0.531,0.0,0.0,2.0,2.0,-0.2077344789404113,0.2455529209389857,Leve
2024-09-09,6,0.0,0.0,0.823,0.177,0.0,0.0,1.0,1.0,-0.4655962385707686,0.33922136163459504,Alto
2024-09-09,7,0.0,0.0,0.921,0.079,0.0,0.0,2.0,1.0,-0.536981697451489,0.39772561799265965,Alto
2024-09-09,8,0.0,0.0,0.734,0.266,0.0,0.0,1.0,1.0,-0.4007665871382777,0.31654541805462233,Leve
2024-09-09,9,0.675,0.118,0.039,0.167,2.0,1.0,1.0,1.0,0.2005166554233972,0.2625826251543934,Leve
2024-09-09,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2540339928012178,0.22531042144244903,Normal
2024-09-09,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2540339928012178,0.2536416136877242,Leve
2024-09-09,12,0.528,0.472,0.0,0.0,3.0,2.0,0.0,0.0,0.2536085376107806,0.2599609601340553,Leve
2024-09-09,13,0.102,0.898,0.0,0.0,2.0,2.0,0.0,0.0,0.2532245462736487,0.22483052010616436,Normal
2024-09-09,14,0.433,0.567,0.0,0.0,2.0,3.0,0.0,0.0,0.253522905739824,0.204254384418284,Normal
