Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-01-01,0,0.0,0.0,0.748,0.252,0.0,0.0,1.0,1.0,-0.2704386208262069,-0.4252615374262848
2024-01-01,1,0.118,0.0,0.662,0.22,1.0,0.0,1.0,1.0,-0.2356268844698759,-0.4065236773481241
2024-01-01,2,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0,-0.2802174128124778,-0.5532893863310226
2024-01-01,3,0.0,0.0,0.777,0.223,0.0,0.0,1.0,1.0,-0.2691495982461985,-0.4252615374262848
2024-01-01,4,0.0,0.0,0.515,0.485,0.0,0.0,1.0,1.0,-0.2807952505207575,-0.4252615374262848
2024-01-01,5,0.118,0.0,0.607,0.275,1.0,0.0,4.0,2.0,-0.2380715824664437,-1.0878409125838846
2024-01-01,6,0.233,0.0,0.728,0.039,2.0,0.0,2.0,1.0,-0.1950411211975928,-0.5158136661747013
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0237232749109233,0.0187378600781606
2024-01-01,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0237232749109233,0.0187378600781606
2024-01-01,9,0.803,0.0,0.197,0.0,2.0,0.0,1.0,0.0,-0.0320199896885348,-0.0905521287484164
2024-01-01,10,0.544,0.338,0.118,0.0,2.0,2.0,2.0,0.0,0.1794038319059401,1.9973002097501027
2024-01-01,11,0.236,0.489,0.079,0.197,2.0,1.0,1.0,1.0,0.2104294447786373,0.7201542764316649
2024-01-01,12,0.984,0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0326733304663264,1.126677953779789
2024-01-01,13,0.426,0.574,0.0,0.0,1.0,1.0,0.0,0.0,0.3448065179610089,1.126677953779789
2024-01-01,14,0.557,0.0,0.089,0.354,2.0,0.0,1.0,1.0,-0.1173632955413551,-0.3877858172699635
2024-01-01,15,0.079,0.039,0.685,0.197,1.0,1.0,5.0,3.0,-0.2127887958004708,-0.405162356308541
2024-01-01,16,0.515,0.0,0.092,0.393,1.0,0.0,2.0,2.0,-0.130981159494505,-0.831785214774409
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0237232749109233,0.0187378600781606
2024-01-01,18,0.138,0.708,0.154,0.0,1.0,2.0,2.0,0.0,0.3761872802003699,1.9785623496719416
2024-01-01,19,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0,-0.2784838996876388,-0.5532893863310226
2024-01-01,20,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0,-0.2889738765456386,-0.5532893863310226
2024-01-01,21,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0,-0.2784838996876388,-0.5532893863310226
2024-01-01,22,0.0,0.0,0.23,0.77,0.0,0.0,1.0,1.0,-0.2934632310484266,-0.4252615374262848
2024-01-01,23,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0,-0.2774615714345287,-0.7224952259478319
2024-01-02,0,0.252,0.0,0.354,0.393,1.0,0.0,1.0,1.0,-0.2051405950793552,-0.4065236773481241
2024-01-02,1,0.692,0.0,0.19,0.118,1.0,0.0,2.0,1.0,-0.0686736195923562,-0.534551526252862
2024-01-02,2,0.0,0.0,0.911,0.089,0.0,0.0,3.0,2.0,-0.2631934249454699,-0.9785509237573076
2024-01-02,3,0.0,0.0,0.577,0.423,0.0,0.0,1.0,1.0,-0.2780394091428084,-0.4252615374262848
2024-01-02,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.2837288881166387,-0.5532893863310226
2024-01-02,5,0.236,0.0,0.489,0.275,1.0,0.0,2.0,1.0,-0.2046822158535702,-0.534551526252862
2024-01-02,6,0.0,0.0,0.921,0.079,0.0,0.0,3.0,2.0,-0.2627489344006394,-0.9785509237573076
2024-01-02,7,0.997,0.0,0.003,0.0,1.0,0.0,1.0,0.0,0.0228743927089011,-0.109289988826577
2024-01-02,8,0.695,0.305,0.0,0.0,2.0,2.0,0.0,0.0,0.1943337089357946,2.253355907559578
2024-01-02,9,0.0,0.6,0.157,0.243,0.0,3.0,3.0,1.0,0.2353649443961972,2.6425030458691245
2024-01-02,10,0.708,0.0,0.141,0.151,1.0,0.0,1.0,1.0,-0.0656130666461784,-0.4065236773481241
2024-01-02,11,0.748,0.197,0.056,0.0,2.0,2.0,1.0,0.0,0.1180987561073202,2.12532805865484
2024-01-02,12,0.449,0.472,0.079,0.0,2.0,1.0,1.0,0.0,0.2653960158087295,1.017387964953212
2024-01-02,13,0.298,0.118,0.426,0.157,2.0,1.0,2.0,1.0,-0.0822383981230438,0.5921264275269271
2024-01-02,14,0.01,0.0,0.557,0.433,1.0,0.0,1.0,1.0,-0.2756542923475649,-0.4065236773481241
2024-01-02,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0237232749109233,0.0187378600781606
2024-01-02,16,0.646,0.354,0.0,0.0,2.0,1.0,0.0,0.0,0.2217432540742165,1.1454158138579498
2024-01-02,17,0.862,0.138,0.0,0.0,2.0,2.0,0.0,0.0,0.1009175040762749,2.253355907559578
2024-01-02,18,0.0,0.882,0.118,0.0,0.0,3.0,2.0,0.0,0.4837057207896448,3.0677645832954097
2024-01-02,19,0.0,0.082,0.761,0.157,0.0,1.0,2.0,2.0,-0.1971441457402695,0.2574170188490586
2024-01-02,20,0.0,0.0,0.803,0.197,0.0,0.0,2.0,1.0,-0.2679939228296392,-0.5532893863310226
2024-01-02,21,0.0,0.0,0.646,0.354,0.0,0.0,2.0,1.0,-0.274972424383478,-0.5532893863310226
2024-01-02,22,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0,-0.2889738765456386,-0.5532893863310226
2024-01-02,23,0.826,0.0,0.174,0.0,2.0,0.0,2.0,1.0,-0.0255118928063645,-0.5158136661747013
2024-01-03,0,0.236,0.764,0.0,0.0,1.0,1.0,0.0,0.0,0.4510884276814206,1.126677953779789
2024-01-03,1,0.0,0.18,0.662,0.157,0.0,1.0,3.0,2.0,-0.1143356660716037,0.1293891699443208
2024-01-03,2,0.0,0.0,0.607,0.393,0.0,0.0,3.0,2.0,-0.2767059375083169,-0.9785509237573076
2024-01-03,3,0.0,0.0,0.685,0.315,0.0,0.0,3.0,2.0,-0.2732389112586391,-0.9785509237573076
2024-01-03,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0,-0.2837288881166387,-0.5532893863310226
2024-01-03,5,0.118,0.0,0.764,0.118,1.0,0.0,2.0,1.0,-0.2310930809126049,-0.534551526252862
2024-01-03,6,0.0,0.0,0.646,0.354,0.0,0.0,3.0,2.0,-0.274972424383478,-0.9785509237573076
2024-01-03,7,0.603,0.039,0.357,0.0,3.0,1.0,2.0,0.0,-0.055501669988335,0.9080979761266348
2024-01-03,8,0.105,0.895,0.0,0.0,1.0,1.0,0.0,0.0,0.5243670075412834,1.126677953779789
2024-01-03,9,0.361,0.482,0.157,0.0,2.0,4.0,2.0,0.0,0.2489188632782791,4.21318039715336
2024-01-03,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0237232749109233,0.0187378600781606
2024-01-03,11,0.41,0.0,0.393,0.197,2.0,0.0,3.0,2.0,-0.1519800218866045,-0.9410752036009862
2024-01-03,12,0.236,0.764,0.0,0.0,1.0,1.0,0.0,0.0,0.4510884276814206,1.126677953779789
2024-01-03,13,0.0,0.456,0.354,0.19,0.0,3.0,3.0,1.0,0.1164238985881052,2.6425030458691245
2024-01-03,14,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.2739500961303679,-0.7224952259478319
2024-01-03,15,0.931,0.0,0.0,0.069,1.0,0.0,0.0,1.0,0.0011319995050822,-0.2784958284433864
