Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,nivel_actividad,nivel_estres
2024-01-01,0,0.118,0.0,0.826,0.056,1.0,0.0,1.0,1.0,-0.4438938169651156,alerta
2024-01-01,1,0.0,0.0,0.466,0.534,0.0,0.0,1.0,1.0,-0.2140682490962465,alerta
2024-01-01,2,0.0,0.0,0.675,0.325,0.0,0.0,1.0,1.0,-0.3634229343246345,normal
2024-01-01,3,0.0,0.0,0.774,0.226,0.0,0.0,1.0,1.0,-0.4341698904854498,normal
2024-01-01,4,0.0,0.0,0.839,0.161,0.0,0.0,1.0,1.0,-0.4806199122071972,normal
2024-01-01,5,0.118,0.0,0.689,0.193,1.0,0.0,2.0,2.0,-0.3459914634900479,normal
2024-01-01,6,0.075,0.0,0.61,0.315,1.0,0.0,2.0,1.0,-0.2995347192356843,normal
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,normal
2024-01-01,8,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0,0.330532382423157,normal
2024-01-01,9,0.875,0.079,0.0,0.046,2.0,1.0,0.0,1.0,0.3198369571579394,alerta
2024-01-01,10,0.63,0.0,0.0,0.37,1.0,0.0,0.0,2.0,0.2654235001472451,alerta
2024-01-01,11,0.315,0.0,0.039,0.646,1.0,0.0,1.0,1.0,0.1643130749719455,alerta
2024-01-01,12,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.3411245537323323,alerta
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,alerta
2024-01-01,14,0.282,0.079,0.01,0.63,3.0,1.0,1.0,1.0,0.1749317604224919,normal
2024-01-01,15,0.0,0.0,0.423,0.577,0.0,0.0,1.0,1.0,-0.1833397731880136,normal
2024-01-01,16,0.475,0.0,0.472,0.052,1.0,0.0,1.0,1.0,-0.1080329947592691,normal
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,normal
2024-01-01,18,0.57,0.0,0.197,0.233,1.0,0.0,2.0,1.0,0.1106936488506484,normal
2024-01-01,19,0.0,0.0,0.485,0.515,0.0,0.0,1.0,1.0,-0.2276459477533727,normal
2024-01-01,20,0.0,0.0,0.302,0.698,0.0,0.0,1.0,1.0,-0.0968712712136837,normal
2024-01-01,21,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0,-0.3870052530449063,alerta
2024-01-01,22,0.0,0.0,0.416,0.584,0.0,0.0,1.0,1.0,-0.1783374631564408,alerta
2024-01-01,23,0.0,0.0,0.528,0.472,0.0,0.0,1.0,1.0,-0.2583744236616057,alerta
2024-01-02,0,0.252,0.0,0.63,0.118,1.0,0.0,1.0,1.0,-0.2726728972650084,normal
2024-01-02,1,0.18,0.0,0.387,0.433,2.0,0.0,2.0,1.0,-0.1157619432300671,normal
2024-01-02,2,0.0,0.0,0.872,0.128,0.0,0.0,1.0,1.0,-0.5042022309274691,normal
2024-01-02,3,0.0,0.0,0.42,0.58,0.0,0.0,1.0,1.0,-0.1811959260316252,normal
2024-01-02,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5956730429333718,normal
2024-01-02,5,0.275,0.0,0.725,0.0,1.0,0.0,2.0,0.0,-0.3352136779180305,normal
2024-01-02,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5956730429333718,normal
2024-01-02,7,0.944,0.013,0.043,0.0,1.0,1.0,1.0,0.0,0.3072830916445338,normal
2024-01-02,8,0.974,0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.3445670094078143,normal
2024-01-02,9,0.01,0.0,0.282,0.708,1.0,0.0,2.0,1.0,-0.0802538643888011,normal
2024-01-02,10,0.77,0.0,0.23,0.0,1.0,0.0,1.0,0.0,0.1336131791095837,normal
2024-01-02,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,normal
2024-01-02,12,0.59,0.0,0.079,0.331,2.0,0.0,1.0,2.0,0.1996684885665106,normal
2024-01-02,13,0.275,0.079,0.19,0.456,2.0,2.0,1.0,1.0,0.0445544236490563,normal
2024-01-02,14,0.718,0.079,0.203,0.0,2.0,1.0,1.0,0.0,0.1382660147936505,normal
2024-01-02,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,normal
2024-01-02,16,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.3411245537323323,normal
2024-01-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3514519207587783,normal
