Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-01-01,0,0.118,0.0,0.826,0.056,1.0,0.0,1.0,1.0,-0.43805080299170207,-0.22524822103241543
2024-01-01,1,0.0,0.0,0.466,0.534,0.0,0.0,1.0,1.0,-0.2122726138337571,-0.34247332555956433
2024-01-01,2,0.0,0.0,0.675,0.325,0.0,0.0,1.0,1.0,-0.3580018142235949,-0.34247332555956433
2024-01-01,3,0.0,0.0,0.774,0.226,0.0,0.0,1.0,1.0,-0.4270314354608865,-0.34247332555956433
2024-01-01,4,0.0,0.0,0.839,0.161,0.0,0.0,1.0,1.0,-0.47235391405102745,-0.34247332555956433
2024-01-01,5,0.118,0.0,0.689,0.193,1.0,0.0,2.0,2.0,-0.3425249635017127,-0.5677215465919798
2024-01-01,6,0.075,0.0,0.61,0.315,1.0,0.0,2.0,1.0,-0.29663784283178196,-0.4034904521542665
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3265412649014435,0.11722510452714893
2024-01-01,8,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0,0.31632693225406977,1.7210750376352764
2024-01-01,9,0.875,0.079,0.0,0.046,2.0,1.0,0.0,1.0,0.3064881500023776,1.5568439431975631
2024-01-01,10,0.63,0.0,0.0,0.37,1.0,0.0,0.0,2.0,0.2474032337465286,-0.21123708434827762
2024-01-01,11,0.315,0.0,0.039,0.646,1.0,0.0,1.0,1.0,0.15283547682542187,-0.22524822103241543
2024-01-01,12,0.961,0.039,0.0,0.0,2.0,1.0,0.0,0.0,0.32149874625274,1.7210750376352764
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3265412649014435,0.11722510452714893
2024-01-01,14,0.282,0.079,0.01,0.63,3.0,1.0,1.0,1.0,0.17279337926416946,1.495826816602861
2024-01-01,15,0.0,0.0,0.423,0.577,0.0,0.0,1.0,1.0,-0.18229005107412533,-0.34247332555956433
2024-01-01,16,0.475,0.0,0.472,0.052,1.0,0.0,1.0,1.0,-0.11497276085903463,-0.22524822103241543
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3265412649014435,0.11722510452714893
2024-01-01,18,0.57,0.0,0.197,0.233,1.0,0.0,2.0,1.0,0.09720806593199456,-0.4034904521542665
