Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count,activity_level,activity_level_2
2024-01-01,0,0.0,0.0,0.882,0.118,0.0,0.0,1.0,1.0,-0.48954831382348674,-0.5827147075582242
2024-01-01,1,0.0,0.0,0.102,0.898,0.0,0.0,2.0,2.0,0.04202791034092729,-1.1654294151164484
2024-01-01,2,0.0,0.0,0.482,0.518,0.0,0.0,1.0,1.0,-0.21694512194430002,-0.5827147075582242
2024-01-01,3,0.0,0.0,0.58,0.42,0.0,0.0,1.0,1.0,-0.28373290395470074,-0.5827147075582242
2024-01-01,4,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0,-0.3443871141478198,-0.9666775085796726
2024-01-01,5,0.079,0.079,0.689,0.154,2.0,1.0,2.0,1.0,-0.330566429716365,0.6151086876991838
2024-01-01,6,0.036,0.0,0.767,0.197,1.0,0.0,1.0,1.0,-0.4042575662020621,0.02000924514369412
2024-01-01,7,0.908,0.092,0.0,0.0,2.0,2.0,0.0,0.0,0.3001727114414226,1.587702698184531
2024-01-01,8,0.974,0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.3026958248434275,0.7938513490922655
2024-01-01,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3036897786078537,0.6027239527019184
2024-01-01,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3036897786078537,0.6027239527019184
2024-01-01,11,0.213,0.0,0.787,0.0,1.0,0.0,1.0,0.0,-0.38387752017824256,0.40397204616514254
2024-01-01,12,0.174,0.0,0.275,0.551,1.0,0.0,2.0,1.0,-0.042439208692055266,-0.1787426613930817
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3036897786078537,0.6027239527019184
2024-01-01,14,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0,0.3006696883236357,1.3965753017941838
2024-01-01,15,0.03,0.0,0.354,0.616,1.0,0.0,2.0,2.0,-0.12394765891282827,-0.5627054624145301
2024-01-01,16,0.315,0.082,0.079,0.525,3.0,3.0,1.0,2.0,0.13096213591329456,1.4148765386971238
2024-01-01,17,0.964,0.036,0.0,0.0,1.0,1.0,0.0,0.0,0.3023135349340328,0.7938513490922655
2024-01-01,18,0.728,0.079,0.118,0.075,1.0,1.0,1.0,1.0,0.183167172232093,0.21113664153404127
2024-01-01,19,0.0,0.0,0.131,0.869,0.0,0.0,1.0,1.0,0.02226417892968624,-0.5827147075582242
2024-01-01,20,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5699662554278467,-0.19875190653677582
2024-01-01,21,0.046,0.0,0.521,0.433,1.0,0.0,2.0,2.0,-0.23468512265298502,-0.5627054624145301
2024-01-01,22,0.78,0.0,0.0,0.22,1.0,0.0,0.0,1.0,0.2614172066535523,0.21876115168046995
2024-01-01,23,0.236,0.0,0.039,0.725,1.0,0.0,1.0,1.0,0.13030985388560434,0.02000924514369412
2024-01-02,0,0.354,0.0,0.315,0.331,1.0,0.0,3.0,3.0,-0.035112878099181836,-1.1454201699727544
2024-01-02,1,0.0,0.0,0.426,0.574,0.0,0.0,3.0,3.0,-0.1787806750812139,-1.7481441226746728
2024-01-02,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5699662554278467,-0.19875190653677582
2024-01-02,3,0.0,0.0,0.502,0.498,0.0,0.0,1.0,1.0,-0.23057528153825937,-0.5827147075582242
2024-01-02,4,0.0,0.0,0.751,0.249,0.0,0.0,1.0,1.0,-0.40027076848305304,-0.5827147075582242
2024-01-02,5,0.197,0.039,0.331,0.433,2.0,1.0,2.0,1.0,-0.07018140683284116,0.6151086876991838
2024-01-02,6,0.0,0.0,0.764,0.236,0.0,0.0,2.0,1.0,-0.4091303722191266,-0.7814666140950001
2024-01-02,7,0.8,0.0,0.043,0.157,1.0,0.0,1.0,1.0,0.23595532461329435,0.02000924514369412
2024-01-02,8,0.882,0.118,0.0,0.0,3.0,2.0,0.0,0.0,0.2991787576769964,2.190426650886449
2024-01-02,9,0.836,0.0,0.157,0.007,2.0,0.0,2.0,1.0,0.1651807448838846,0.42398129130883666
2024-01-02,10,0.0,0.0,0.22,0.78,0.0,0.0,2.0,2.0,-0.03839003126343277,-1.1654294151164484
2024-01-02,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5699662554278467,-0.19875190653677582
2024-01-02,12,0.646,0.0,0.354,0.0,1.0,0.0,1.0,0.0,-0.005584457440784259,0.40397204616514254
2024-01-02,13,0.613,0.197,0.19,0.0,1.0,1.0,1.0,0.0,0.13016402092599533,0.5950994425554896
2024-01-02,14,0.0,0.0,0.685,0.315,0.0,0.0,3.0,2.0,-0.35529124182298727,-1.3641813216532244
2024-01-02,15,0.616,0.236,0.108,0.039,6.0,5.0,1.0,1.0,0.19251542117250403,3.9892659906050216
2024-01-02,16,0.961,0.039,0.0,0.0,3.0,1.0,0.0,0.0,0.30219884796121443,1.9992992544961021
2024-01-02,17,0.921,0.079,0.0,0.0,3.0,2.0,0.0,0.0,0.3006696883236357,2.190426650886449
2024-01-02,18,0.767,0.039,0.079,0.115,2.0,1.0,1.0,1.0,0.2110829950235547,0.8138605942359597
